,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier
28,Electromagnetic Study of Behaviour of Plasmonic Units,10.5281/zenodo.5545967,"Moreno, Fernando, Albella, Pablo, Gonzalez, Francisco, Saiz, Jose Maria, Santos, Gonzalo, Losurdo, Maria, Gutierrez, Yael",2021-10-02,D2.2  Electromagnetic Study of Behaviour of Plasmonic Units,https://zenodo.org/api/files/526b51db-5068-417a-9a9c-aca1f23b34cf/D2.2_Electromagnetic%20Study%20of%20Plasmonic%20Units.pdf,pdf
29,The effect of capping agents on the toxicity of silver nanoparticles to Danio rerio embryos,10.1080/17435390.2018.1498931,"Kustov, Leonid M., Mashkin, Peter V., Zakharov, Valery N., Abramenko, Natalia B., Aslanov, Leonid A., Peijnenburg, Willie",2019-07-04,"Silicon nanoparticles with a mean size of 2-4 nm were prepared and stabilized by different hydrocarbon (C4H9, C6H5), fluorocarbon (C4F9), and nitrogen heterocyclic carbene radicals. The toxicity of the prepared Si nanoparticles was studied using swollen river mussels by monitoring the heart rhythms. The nanotoxicity was shown to result mostly from the presence of fluorinated radicals rather than because of the intrinsic toxicity of the Si nanoparticles.
 ",https://zenodo.org/api/files/6de560cd-0ff7-4cbc-a919-449f895a8882/17435390.2018.pdf,pdf
30,Numerical Analysis and Design of Dielectric to Plasmonic Waveguides Couplers,10.5281/zenodo.1128867,"Emanuela Paranhos Lima, Vitaly Félix Rodríguez Esquerre",2017-01-03,"In this work, efficient directional coupler composed of
dielectric waveguides and metallic film has been analyzed in details
by simulations using finite element method (FEM). The structure
consists of a step-index fiber with dielectric core, silica cladding, and
a metal nanowire parallel to the core. The results show that an
efficient conversion of optical dielectric modes to long range
plasmonic is possible. Low insertion losses in conjunction with short
coupling length and a broadband operation can be achieved under
certain conditions. This kind of couplers has potential applications for
the design of photonic integrated circuits for signal routing between
dielectric/plasmonic waveguides, sensing, lithography, and optical
storage systems. A high efficient focusing of light in a very small
region can be obtained.",https://zenodo.org/api/files/d407f114-5085-43d9-8cee-630080e97593/10006428.pdf,pdf
31,Plasmonic Nanoparticles with Supramolecular Recognition,10.1002/adfm.201902082,"Mosquera, J, Zhao, Y, Jang, H, Xie, N, Xu, C, Kotov, NA, Liz‐Marzán, LM.",2019-05-22,"Even after more than two decades of intense studies, the research on self‐assembly processes involving supramolecular interactions between nanoparticles (NPs) is continuously expanding. Plasmonic NPs have attracted particular attention due to strong optical, electrical, biological, and catalytic effects they are accompanied with. Surface plasmon resonance characteristics of plasmonic NPs and their assemblies enable fine‐tuning of these effects with unprecedented dynamic range. In turn, the uniquely high polarizability of plasmonic nanostructures and related optical effects exemplified by surface‐enhanced Raman scattering and red–blue color changes give rise to their application to biosensing. Since supramolecular interactions are ubiquitous in nature, scientists have found a spectrum of biomimetic properties of individual and assembled NPs that can be regulated by the layer of surface ligands coating all NPs. This paradigm has given rise to multiple studies from the design of molecular containers and enzyme‐like catalysts to chiroplasmonic assemblies. Computational and theoretical advances in plasmonic effects for geometrically complex structures have made possible the nanoscale engineering of NPs, assemblies, and supramolecular complexes with biomolecules. It is anticipated that further studies in this area will be expanded toward chiral catalysis, environmental monitoring, disease diagnosis, and therapy.",https://zenodo.org/api/files/2347a9f4-3c9b-44ad-b200-ee367adcba47/Production.pdf,pdf
32,Gallium chiral nanoshaping for circularpolarization handling,10.1039/d0mh01078b,"Massimo Cuscuna, Mariachiara Manoccio, Marco Esposito, Mario Scuderi, Giuseppe Nicotra, Iolena Tarantini, Angelo Melcarne, Vittorianna Tasco, Maria Losurdo, Adriana Passaseo",2021-06-07,"In this work we report the local growth of ordered arrays of 3D core–shell chiral nanohelices based on plasmonic gallium metal. The structures can be engineered in a single step using focused ion beam induced deposition, where a Ga+ ion source is used to shape the metallic nanohelix core, while the dielectric precursor is dissociated to create dielectric shells. The solubility of gallium in the different investigated dielectric matrices controls the core–shell thickness ratio of the nanohelices. The chiral plasmonic behaviour of these gallium-based nanostructures is experimentally measured by circularly polarized light transmission through nanostructure arrays and compared with numerical simulations. Large chiroptical effects in the visible range are demonstrated due to the plasmonic effects arising from gallium nanoclusters in the core.",https://zenodo.org/api/files/86640f83-6bfb-458d-a66e-0dd8210503c0/d0mh01078b.pdf,pdf
33,Plasmon trap simulation,10.5281/zenodo.3336256,"A.Martinez, M.Rico-Pasto, F.Ritort",2019-07-15,Comsol simulations to understand the electric fields involved in nano plasmonic trapping,Inconnu,Inconnu
34,Glycans as Biofunctional Ligands for Gold Nanorods: Stability and Targeting in Protein-Rich Media,10.1021/jacs.5b01001,"García, Isabel, Sánchez-Iglesias, Ana, Henriksen-Lacey, Malou, Grzelczak, Marek, Penadés, Soledad, Liz-Marzán, Luis M.",2015-03-18,"Poly(ethylene glycol) (PEG) has become the gold standard for stabilization of plasmonic nanoparticles (NPs) in biofluids, because it prevents aggregation while minimizing unspecific interactions with proteins. Application of Au NPs in biological environments requires the use of ligands that can target selected receptors, even in the presence of protein-rich media. We demonstrate here the stabilizing effect of low-molecular-weight glycans on both spherical and rod-like plasmonic NPs under physiological conditions, as bench-marked against the well-established PEG ligands. Glycan-coated NPs are resistant to adsorption of proteins from serum-containing media and avoid phagocytosis by macrophage-like cells, but retain selectivity toward carbohydrate-binding proteins in protein-rich biological media. These results open the way toward the design of efficient therapeutic/diagnostic glycan-decorated plasmonic nanotools for specific biological applications.",https://zenodo.org/api/files/864bae1e-82c2-4800-8bd0-a210e9d04f0a/125_jacs.5b01001.pdf,pdf
35,Light harvesting enhancement using metal nanoparticles,10.15587/1729-4061.2021.228806,Mohammad Tariq Yaseen,2021-04-30,"Metal nanoparticles are very important for their optical properties when they interact with light. Metal nanoparticles have the ability to confine the collective oscillation of electrons, which is called localized surface plasmon resonance (LSPR). In this work, silver nanoparticles have been proposed to enhance light harvesting, which could be useful for different applications. Metal nanoparticles such as gold and silver nanoparticles have the ability to concentrate field in a very small space. In this study, gold and silver nanoparticles optical response was investigated using frequency domain simulation. The resonance wavelength of gold and silver nanoparticles was about 550 nm and 400 nm, respectively.
Silver nanoparticles showed better LSPR performance than gold nanoparticles. Therefore, silver nanoparticles were chosen for optical field enhancement. Here silver nanoparticles were placed on a silicon substrate for optical field enhancement. To study the effect of size on the optical response of silver nanoparticles, the optical properties of this structure with different silver nanoparticles diameter values were investigated. Silver nanoparticles with 40 nm diameters showed a better optical response. To study the effect of the distance between silver nanoparticles on the optical response, different gap values were put between silver nanoparticles. The gap value of 4 nm showed a better optical response. The obtained results showed that the localized field is strongly dependent on the metal type, size, and space between nanoparticles. In addition, the optical field concentration can be controlled by tuning the size and space between silver nanoparticles. This will support localized field enhancement. The enhanced localized field will increase the field absorption near the surface, which can be beneficial for energy harvesting applications such as solar cells and detectors",https://zenodo.org/api/files/6dbef35d-e428-4578-9182-61c2f11802de/Light%20harvesting%20enhancement%20using%20metal%20nanoparticles.pdf,pdf
36,Thermal response of skin diseased tissue treated by plasmonic nanoantenna,10.11591/ijece.v10i3.pp2969-2977,"Rasha H. Mahdi, University of Baghdad",2020-06-01,"The thermal distribution in the diseased tissue treated by different methods faces the problem of an uncontrollable defused heat. In the present article, we use a plasmonic bowtie nanoantenna working in the near infrared region to enhance the temperature confinement in the tissue. The Computer Simulation Technology Studio Suite package version 2019 was used to execute the design of both plasmonic nanoantenna and the tissue. Gold nanostructure and silicon carbide dioxide are the components the plasmonic nanoantenna in the bowtie shape. The results showed that the distance between the tumor tissue and the antenna is important to determine the intensity field where the maximum field is 5.9*10 V/m at a distance of 100 nm. The maximum specific absorption rate is 1.92*10 11 W/kg at a similar distance which gives a higher temperature in the tissue of 580 C o . It is concluded that from the obtained results that the near infrared (1064 nm) resonance wavelength is recommended in the treatment of cancer cell by plasmonic bowtie nanoantenna because higher intensity field is generated. The closer distance to the nanoantenna gives higher temperature in the tissue while the temperature gradually decreases in the tissue till 400 nm where no valuable temperature was detected. 7",https://zenodo.org/api/files/0c94cdbc-acbc-4222-9418-eeadcad98c96/20%2020626%2012jan%204jan%2011jul19%20U.pdf,pdf
37,Gold Nanoantennas on a Pedestal for Plasmonic Enhancement in the Infrared,10.1021/ph500374r,"Huck, Christian, Toma, Andrea, Neubrech, Frank, Chirumamilla, Manohar, Vogt, Jochen, De Angelis, Francesco, Pucci, Annemarie",2015-03-26,"The coupling of an infrared plasmon-polariton excitation of a metal nanoparticle to a vibrational excitation of a similar energy enables strong vibrational signal enhancement. However, the commonly used planar substrates substantially weaken plasmonic resonances because of their polarizability, and, furthermore, a great part of the enhanced near-field is inside the substrate and thus not available for an analyte. In this contribution we report on a way to reduce these undesirable influences of the substrate by fabricating gold nanowires on high pedestals and thus in reduced contact with the substrate. The influence of the height of the pedestal is an important parameter for the plasmonic near-field enhancement, as we show with finite-difference time-domain simulations. Comparing the plasmonic response and the SEIRA activity of the rods prepared by standard electron beam lithography and the rods additionally treated with reactive ion etching to remove the silicon substrate at the hot-spots of the rods reveals not only the change of the plasmonic-resonance spectrum but also interesting differences of the enhanced phonon-polariton signal from the silicon dioxide layer on the silicon substrate and the about 1 order of magnitude stronger vibrational signal enhancement for an adsorbate monolayer.",https://zenodo.org/api/files/f1e41de7-593d-4650-83c7-e00537244df0/ph-2014-00374r.R2_Proof_hi.pdf,pdf
38,Complex plasmon-exciton dynamics revealed through quantum dot light emission in a nanocavity,10.1038/s41467-021-21539-z,"Satyendra Nath Gupta, Ora Bitton, Tomas Neuman, Ruben Esteban, Lev Chuntonov, Javier Aizpurua, Gilad Haran",2021-02-26,"Plasmonic cavities can confine electromagnetic radiation to deep sub-wavelength regimes. This facilitates strong coupling phenomena to be observed at the limit of individual quantum emitters. Here, we report an extensive set of measurements of plasmonic cavities hosting one to a few semiconductor quantum dots. Scattering spectra show Rabi splitting, demonstrating that these devices are close to the strong coupling regime. Using Hanbury Brown and Twiss interferometry, we observe non-classical emission, allowing us to directly determine the number of emitters in each device. Surprising features in photoluminescence spectra point to the contribution of multiple excited states. Using model simulations based on an extended Jaynes-Cummings Hamiltonian, we find that the involvement of a dark state of the quantum dots explains the experimental findings. The coupling of quantum emitters to plasmonic cavities thus exposes complex relaxation pathways and emerges as an unconventional means to control dynamics of quantum states.",https://zenodo.org/api/files/f17742a2-bb0c-4d3e-88a0-a969f998f65b/s41467-021-21539-z-GHaran%202021.pdf,pdf
39,Supramolecular Chirality Synchronization in Thin Films of Plasmonic Nanocomposites,10.1021/acsnano.0c03964,"Szustakiewicz, P, Kowalska, N, Grzelak, D, Narushima, T, Gora, M, Bagiński, M, Pociecha, D, Okamoto, H, Liz-Marzán, LM, Lewandowski, W.",2020-09-04,"Mirror symmetry breaking in materials is a fascinating phenomenon that has practical implications for various optoelectronic technologies. Chiral plasmonic materials are particularly appealing due to their strong and specific interactions with light. In this work we broaden the portfolio of available strategies toward the preparation of chiral plasmonic assemblies, by applying the principles of chirality synchronization - a phenomenon known for small molecules, which results in the formation of chiral domains from transiently chiral molecules. We report the controlled co-crystallization of 23 nm gold nanoparticles and liquid crystal molecules yielding domains made of highly ordered, helical nanofibers, preferentially twisted to the right or to the left within each domain. We confirmed that such micrometer size domains exhibit strong, far-field circular dichroism (CD) signals, even though the bulk material is racemic. We further highlight the potential of the proposed approach to realize chiral plasmonic thin films by using a mechanical chirality discrimination method. Towards this end, we developed a rapid CD imaging technique based on the use of polarized light optical microscopy (POM), which enabled probing the CD-signal with micrometer-scale resolution, despite of linear dichroism and birefringence in the sample. The developed methodology allows us to extend intrinsically local effects of chiral synchronization to the macro scale, thereby broadening the available tools for chirality manipulation in chiral plasmonic systems.",https://zenodo.org/api/files/2a3bed23-5b80-4558-b6d9-fcf8c1e579d3/acsnano.0c03964.pdf,pdf
40,Multifunctional plasmonic-magnetic nanoparticles for bioimaging and hyperthermia,10.1016/j.addr.2022.114484,"de la Encarnación, C, Jimenez de Aberasturi, D, Liz-Marzán, LM.",2022-08-06,"Multicompartment nanoparticles have raised great interest for different biomedical applications, thanks to the combined properties of different materials within a single entity. These hybrid systems have opened new avenues toward diagnosis and combination therapies, thus becoming preferred theranostic agents. When hybrid nanoparticles comprise magnetic and plasmonic components, both magnetic and optical properties can be achieved, which are potentially useful for multimodal bioimaging, hyperthermal therapies and magnetically driven selective delivery. Nanostructures comprising iron oxide and gold are usually selected for biomedical applications, as they display size-dependent properties, biocompatibility, and unique physical and chemical characteristics that can be tuned through highly precise synthetic pro-tocols. We provide herein an overview of the most recent synthetic protocols to prepare magnetic-plasmonic nanostructures made of iron oxide and gold, to then highlight the progress made on multifunc-tional magnetic-plasmonic bioimaging and heating-based therapies. We discuss the advantages and lim-itations of the various systems in these directions.(c) 2022 Elsevier B.V. All rights reserved.",Inconnu,Inconnu
41,Vacuum Rabi splitting of a dark plasmonic cavity mode revealed by fast electrons,10.1038/s41467-020-14364-3,"Ora Bitton, Satyendra Nath Gupta, Lothar Houben, Michal Kvapil, Vlastimil Křápek, Tomáš Šikola, Gilad Haran",2020-01-24,"Recent years have seen a growing interest in strong coupling between plasmons and excitons, as a way to generate new quantum optical testbeds and influence chemical dynamics and reactivity. Strong coupling to bright plasmonic modes has been achieved even with single quantum emitters. Dark plasmonic modes fare better in some applications due to longer lifetimes, but are difficult to probe as they are subradiant. Here, we apply electron energy loss (EEL) spectroscopy to demonstrate that a dark mode of an individual plasmonic bowtie can interact with a small number of quantum emitters, as evidenced by Rabi-split spectra. Coupling strengths of up to 85 meV place the bowtie-emitter devices at the onset of the strong coupling regime. Remarkably, the coupling occurs at the periphery of the bowtie gaps, even while the electron beam probes their center. Our findings pave the way for using EEL spectroscopy to study exciton-plasmon interactions involving non-emissive photonic modes.",https://zenodo.org/api/files/e8f7e950-1bf5-4342-85fc-0d230f2ec73b/s41467-020-14364-3-Ora%20Bitton%20Naturecomms%202020.pdf,pdf
42,Plasmonic substrates comprising gold nanostars efficiently regenerate cofactor molecules,10.1039/C6TA01770C,"Sánchez-Iglesias Ana, Barroso Javier, Solís Diego M., Taboada José M., Obelleiro Fernando, Pavlov Valeri, Chuvilin Andrey, Grzelczak Marek",2016-01-01,The light harvesting capacity of plasmonic nanoparticles is a fundamental feature for catalysing chemical reactions close to their surface.,https://zenodo.org/api/files/66955110-f835-4864-a7d7-f55a8cab7d57/c6ta01770c.pdf,pdf
43,Report or Manuscript for paper on first test of plasmonic OAM spectrum,10.5281/zenodo.3835592,"zanfrognini, matteo, Rotunno, enzo, Frabboni, Stefano, Grillo, Vincenzo",2020-05-20,"The present deliverable, “Report on orbital angular momentum resolved EELS of metallic
nanostructures in TEM“ has the aim of defining an appropriate framework for the
simulation of energy loss experiments on plasmonic nanosystems, resolved in orbital
angular momentum (OAM), where the inelastically scattered electrons are dispersed
both in energy and in OAM: as we demonstrate in the following Chapters, these
combined dispersions give access to information about the plasmonic excitations
characterizing the metallic nanostructure not available in conventional STEM-EELS
experiments.",https://zenodo.org/api/files/26082391-e23e-408a-9616-e7c3376c38b6/766970_Deliverable_29_%28Report%20or%20Manuscript%20for%20paper%20on%20first%20test%20of%20plasmonic%20OAM%20spectrum%20%29.pdf,pdf
44,Femtosecond Laser-Controlled Tip-to-Tip Assembly and Welding of Gold Nanorods,10.1021/acs.nanolett.5b03844,"González-Rubio, Guillermo;, González-Izquierdo, Jesús;, Bañares, Luis;, Tardajos, Gloria;, Rivera, Antonio;, Altantzis, Thomas;, Bals, Sara;, Peña-Rodríguez, Ovidio;, Guerrero-Martínez, Andrés;, Liz-Marzán, Luis M.",2015-12-09,"Directed assembly of gold nanorods through the use of dithiolated molecular linkers is one of the most efficient methodologies for the morphologically controlled tip-to-tip assembly of this type of anisotropic nanocrystals. However, in a direct analogy to molecular polymerization synthesis, this process is characterized by difficulties in chain-growth control over nanoparticle oligomers. In particular, it is nearly impossible to favor the formation of one type of oligomer, making the methodology hard to use for actual applications in nanoplasmonics. We propose here a light-controlled synthetic procedure that allows obtaining selected plasmonic oligomers in high yield and with reaction times in the scale of minutes by irradiation with low fluence near-infrared (NIR) femtosecond laser pulses. Selective inhibition of the formation of gold nanorod n-mers (trimers) with a longitudinal localized surface plasmon in resonance with a 800 nm Ti:sapphire laser, allowed efficient trapping of the (n – 1)-mers (dimers) by hot spot mediated photothermal decomposition of the interparticle molecular linkers. Laser irradiation at higher energies produced near-field enhancement at the interparticle gaps, which is large enough to melt gold nanorod tips, offering a new pathway toward tip-to-tip welding of gold nanorod oligomers with a plasmonic response at the NIR. Thorough optical and electron microscopy characterization indicates that plasmonic oligomers can be selectively trapped and welded, which has been analyzed in terms of a model that predicts with reasonable accuracy the relative concentrations of the main plasmonic species.",https://zenodo.org/api/files/4167733b-19f4-4cad-871d-237a4334a169/45_Manuscript_Femtosecond%20laser%20AuNRs%20assembly-R1.pdf,pdf
45,Equations of Pulse Propagation in Three-Layer Structure of As2S3 Chalcogenide Plasmonic Nano-Waveguides,10.5281/zenodo.1127186,"Leila Motamed-Jahromi, Mohsen Hatami, Alireza Keshavarz",2016-09-01,"This research aims at obtaining the equations of pulse propagation in nonlinear plasmonic waveguides created with As2S3 chalcogenide materials. Via utilizing Helmholtz equation and first-order perturbation theory, two components of electric field are determined within frequency domain. Afterwards, the equations are formulated in time domain. The obtained equations include two coupled differential equations that considers nonlinear dispersion.",https://zenodo.org/api/files/9e374564-c75f-4691-a569-2f4caca6d524/10005672.pdf,pdf
46,Hot-spot Engineering in 3D Multi-branched Nanostructures: Ultrasensitive Substrates for Surface Enhanced Raman Spectroscopy,10.1002/adom.201600836,"Chirumamilla, Manohar, Chirumamilla, Anisha, Roberts, Alexander S., Proietti Zaccaria, Remo, De Angelis, Francesco, Kjær Kristensen, Peter, Krahne, Roman, Bozhevolnyi, Sergey I., Pedersen, Kjeld, Toma, Andrea",2017-01-30,"The detection of probe molecules at ultralow concentrations, even at the single-molecule level, can be addressed with the breakthrough concept of plasmonic hot-spot engineering. In view of that, the fabrication of nanostructures endowed with sub-10 nm gaps and extremely large near-field enhancement has gained increasing attention, becoming a key-condition for improved sensitivity. The present work demonstrates a new perspective in ultrasensitive detection by engineering every individual plasmonic nanostructure with a giant electric field confinement and superior hot-spot densities, thus eliminating the need for extremely narrow inter-particle separations.",https://zenodo.org/api/files/cfe50c21-503d-466b-8ba1-e0635d0c77ed/adom.201600836.pdf,pdf
47,Raw data for 'Intrinsic Luminescence Blinking from Plasmonic Nanojunctions',10.5281/zenodo.4533192,"Chen, Wen, Roelli, Philippe, Ahmed, Aqeel, Verlekar, Sachin, Hu Huatian, Banjac, Karla, Lingenfelder, ‪Magalí, Kippenberg, Tobias, Tagliabue, Giulia, Galland, Christophe",2021-02-11,"The raw data of the main figures from the manuscript 'Intrinsic Luminescence Blinking from Plasmonic Nanojunctions'
https://arxiv.org/abs/2007.14817v1",https://zenodo.org/api/files/28257441-e24f-4d90-96f8-c2b085835898/Fig1c.csv,csv
48,Surface-Enhanced Raman Spectroscopy of Graphene Integrated in Plasmonic Silicon Platforms with Three-Dimensional Nanotopography,10.1021/acs.jpcc.8b10356,"Kanidi, Maria, Dagkli, Alva, Kelaidis, Nikolaos, Palles, Dimitrios, Digiava, Aminalragia-Giamini, Jose, Marquez-Velasco, Colli, Alan, Dimoulas, Athanasios, Lidorikis, Elefterios, Kandyla, Maria, Kamitsos, Efstratios",2019-01-15,"Integrating graphene with plasmonic nanostructures results in multifunctional hybrid systems with enhanced performance for numerous applications. In this work, we take advantage of the remarkable mechanical properties of graphene to combine it with scalable 3D plasmonic nanostructured silicon substrates, which enhance the interaction of graphene with electromagnetic radiation. Large areas of femtosecond laser-structured arrays of silicon nanopillars, decorated with gold nanoparticles, are integrated with graphene, which conforms to the substrate nanotopography. We obtain Raman spectra at 488, 514, 633, and 785 nm excitation wavelengths, spanning the entire visible range. For all excitation wavelengths, the Raman signal of graphene is enhanced by 2–3 orders of magnitude, similarly to the highest enhancements measured to date, concerning surface-enhanced Raman spectroscopy (SERS) of graphene on plasmonic substrates. Moreover, in contrast to traditional deposition and lithographic methods, the fabrication method employed here relies on single-step, maskless, cost-effective, rapid laser processing of silicon in water, amenable to large-scale fabrication. Finite-difference time-domain simulations elucidate the advantages of the 3D topography of the substrate. Conformation of graphene to the Au-decorated silicon nanopillars enables graphene to sample near fields from an increased number of nanoparticles. Due to synergistic effects with the nanopillars, different nanoparticles become more active for different wavelengths and locations on the pillars, providing broadband enhancement. Nanostructured plasmonic silicon is a promising platform for integration with graphene and other 2D materials, for next-generation applications of large-area hybrid nanomaterials in the fields of sensing, photonics, optoelectronics, and medical diagnostics.",https://zenodo.org/api/files/743d7bdd-6c77-48bd-ba57-f27d9c79f9ce/jp-2018-10356w.pdf,pdf
49,Study of plasmonic properties of copper monosulfide nanoparticles depending on their dielectric constant,10.15587/2706-5448.2021.237269,"Iryna Yaremchuk, Tetiana Bulavinets",2021-07-31,"The object of research is plasmonic properties copper of monosulfide nanoparticles. One of the most problematic areas is that there is still no unambiguous answer to which main copper monosulfide nanoparticles parameters have a decisive effect on their resonance absorption, scattering or electric field enhancement. It is necessary to study the plasmonic properties of copper monosulfide nanoparticles depending on their main parameter, namely the dielectric constant. The principle of dipole equivalence and Mee-Gans theory for the modeling of the optical nanoparticle characteristics is used. It is found that dielectric constant is a crucial parameter determining the resulting optical response of such nanoparticles. The surrounding medium refractive index affects the position and magnitude of the nanoparticles maximum plasmonic absorption. The nonspherical nanoparticles are characterized by two plasmon peaks corresponding to transverse and longitudinal localized surface plasmon resonance if the ratio between the axes is higher than 1.5. The ellipsoidal nanoparticles exhibit higher sensitivity to changes in the refractive index of the surrounding medium in comparison to the spherical ones. The obtained research results are primarily the basis for further comprehensive research of plasmonic copper monosulfide nanoparticles for their specialized applications. Second, knowledge of the influence of the nanoparticle dielectric constant on their resulting spectral characteristics allow tuning of the localized surface plasmon resonance peak position in a wide wavelength range, from 500 to 1200 nm, using the nanoparticle synthesis technique. Thus, the material under study is promising for sensor applications in a wide spectral range.",https://zenodo.org/api/files/689624ec-178c-4a39-9404-b11f2eddd492/Study%20of%20plasmonic%20properties%20of%20copper%20monosulfide%20nanoparticles%20depending%20on%20their%20dielectric%20constant.pdf,pdf
50,Plasmon-Enhanced Optical Chirality through Hotspot Formation in Surfactant-Directed Self-Assembly of Gold Nanorods,10.1021/acsnano.0c03997,"Severoni, E, Maniappan, S, Liz-Marzán, LM, Kumar, J, García de Abajo, JF, Galantini, L",2020-11-24,"Plasmonically enhanced optical dichroism has attracted substantial interest for its application in optical sensing, where the interplay between chirality emanating from both molecules and plasmon-supporting structures has been regarded as a critical ingredient. Here, we experimentally demonstrate that suitably self-assembled achiral plasmonic nanostructures produce a high degree of enhancement in the optical dichroism observed from chiral molecules placed in their vicinity. Specifically, we identify a near-field enhancement associated with plasmonic hotpots as the mechanism enabling our observation of visible-NIR circular dichroism emanating from small amounts of chiral molecules. Our structures consist of linear arrays of gold nanorods obtained by introducing chiral anionic surfactants, such as modified bile salts, which lead to selective destabilization of a cetyltrimethylammonium bromide coating layer on Au nanorods, thereby promoting a tip-to-tip oriented assembly. The proposed mechanism of plasmonically-enhanced circular dichroism is supported by deriving a simple, yet general theoretical formalism that confirms the observed results, revealing the role of optical hotspots at the gaps of linear tip-to-tip nanorod assemblies as the origin of enhancement in the dichroism from chiral molecules. Importantly, it is the refractive rather than the absorption-mediated chiral response of the molecules that produces dichroism in the visible-NIR plasmonic regime, far from their UV absorption resonances. The observed self-assembly mechanism suggests that chiral analytes not directly interacting with the nanorod surfaces, but just able to induce tip-to-tip aggregation, can be revealed by a CD signature in the plasmonic region, thereby supporting potential applications in ultrasensitive analysis.",https://zenodo.org/api/files/79c44f52-7fd1-4ef8-bb00-85ec2a29b442/MS_AuNR-NaTPC-revised.pdf,pdf
51,Plasmon-driven photoregeneration of cofactor molecules,10.1039/c4cc07829b,"Sánchez-Iglesias A, Chuvilin A, Grzelczak M",2014-10-17,Platinum-doped gold nanorods are able to regenerate cofactor molecules under visible and infrared light irradiation. Our results suggest promising use of plasmonic particles in biochemical reactions.,https://zenodo.org/api/files/72b1e708-184b-4b70-9ac3-0ccc1ca6c145/120_NADH_ChemComm_final_1.pdf,pdf
52,Plasmon modes and hot spots in gold nanostar-satellite clusters,10.1021/jp509953f,"Shiohara, Amane;, Novikov, Sergey;, Solís, Diego M.;, Taboada, José M.;, Obelleiro, Fernando;, Liz-Marzán, Luis M.",2015-05-21,"Gold nanostars display strong electromagnetic field enhancement at their tips, and tip plasmon resonances can be tuned within the visible and near-infrared, which has been applied toward plasmonic molecular sensing. However, the sensitivity can be further increased by linking gold nanostars to other plasmonic nanoparticles and thereby inducing the creation of hot spots. We report the controlled formation of core–satellite assemblies comprising a central gold nanostar with gold spheres adsorbed to the tips via Raman active molecular linkers. Surface-enhanced Raman scattering (SERS) was recorded at the level of single gold nanostar–satellite clusters, and the experimental results were compared with detailed electromagnetic simulations.",https://zenodo.org/api/files/1b0eb2cc-c70e-463c-b929-ee41649a9d1c/107_JPC-Satellites_revised.pdf,pdf
53,Microfluidic Plasmonic Bio-Sensing of Exosomes by Using a Gold Nano-Island Platform,10.5281/zenodo.1316742,"Srinivas Bathini, Duraichelvan Raju, Simona Badilescu, Muthukumaran Packirisamy",2018-04-03,"A bio-sensing method, based on the plasmonic property of gold nano-islands, has been developed for detection of exosomes in a clinical setting. The position of the gold plasmon band in the UV-Visible spectrum depends on the size and shape of gold nanoparticles as well as on the surrounding environment. By adsorbing various chemical entities, or binding them, the gold plasmon band will shift toward longer wavelengths and the shift is proportional to the concentration. Exosomes transport cargoes of molecules and genetic materials to proximal and distal cells. Presently, the standard method for their isolation and quantification from body fluids is by ultracentrifugation, not a practical method to be implemented in a clinical setting. Thus, a versatile and cutting-edge platform is required to selectively detect and isolate exosomes for further analysis at clinical level. The new sensing protocol, instead of antibodies, makes use of a specially synthesized polypeptide (Vn96), to capture and quantify the exosomes from different media, by binding the heat shock proteins from exosomes. The protocol has been established and optimized by using a glass substrate, in order to facilitate the next stage, namely the transfer of the protocol to a microfluidic environment. After each step of the protocol, the UV-Vis spectrum was recorded and the position of gold Localized Surface Plasmon Resonance (LSPR) band was measured. The sensing process was modelled, taking into account the characteristics of the nano-island structure, prepared by thermal convection and annealing. The optimal molar ratios of the most important chemical entities, involved in the detection of exosomes were calculated as well. Indeed, it was found that the results of the sensing process depend on the two major steps: the molar ratios of streptavidin to biotin-PEG-Vn96 and, the final step, the capture of exosomes by the biotin-PEG-Vn96 complex. The microfluidic device designed for sensing of exosomes consists of a glass substrate, sealed by a PDMS layer that contains the channel and a collecting chamber. In the device, the solutions of linker, cross-linker, etc., are pumped over the gold nano-islands and an Ocean Optics spectrometer is used to measure the position of the Au plasmon band at each step of the sensing. The experiments have shown that the shift of the Au LSPR band is proportional to the concentration of exosomes and, thereby, exosomes can be accurately quantified. An important advantage of the method is the ability to discriminate between exosomes having different origins.",https://zenodo.org/api/files/c8681999-0825-4169-993b-302fa443fc8e/10009022.pdf,pdf
