,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier,Abstract_lemm
51,Silicon Esters,10.5281/zenodo.3771732,"Arkles, Barry",1997-01-01,"Silicon esters are silicon compounds that contain an oxygen bridge from silicon to an organic group, ie, Si–OR. The most prevalent is tetraethoxysilane. The applications for tetraalkoxysilanes are classified roughly by whether the Si–OR bond is expected to remain intact or be hydrolyzed in the final application. Applications in which the Si–OR bond is hydrolyzed include as binders for foundry-mold sands used in investment and thin-shell castings; as binders for refractories; and as resins, coatings, sol–gel glasses, cross-linking agents, and adhesion promoters. Applications in which the Si–OR bond remains intact include as heat-transfer and hydraulic fluids. The hydrolysis reaction, which yields polymers of silicic acid that can be dehydrated to silicon dioxide, is of considerable commercial importance. The chemistry and properties of alkoxysilanes and related acyloxysilanes and aspects of commercial production and utilization are reviewed. Sol–gel technology is discussed.
 ",https://zenodo.org/api/files/a2f80008-3318-4366-9cba-df42091c3711/Silicon%20Esters.pdf,pdf,"Silicon ester be silicon compound that contain an oxygen bridge from silicon to an organic group , ie , Si – OR . the most prevalent be tetraethoxysilane . the application for tetraalkoxysilane be classify roughly by whether the Si – OR bond be expect to remain intact or be hydrolyze in the final application . application in which the Si – OR bond be hydrolyze include as binder for foundry - mold sand use in investment and thin - shell casting ; as binder for refractory ; and as resin , coating , sol – gel glass , cross - link agent , and adhesion promoter . application in which the Si – OR bond remain intact include as heat - transfer and hydraulic fluid . the hydrolysis reaction , which yield polymer of silicic acid that can be dehydrate to silicon dioxide , be of considerable commercial importance . the chemistry and property of alkoxysilane and related acyloxysilane and aspect of commercial production and utilization be review . Sol – gel technology be discuss . 
 "
52,Radiation hardness of Ce-doped sol-gel silica fibers for high energy physics applications,10.1364/OL.43.000903,"Cova, Francesca, Moretti, Federico, Fasoli, Mauro, Chiodini, Norberto, Pauwels, Kristof, Auffray, Etiennette, Lucchini, Marco Toliman, Baccaro, Stefania, Cemmi, Alessia, Bartova, Hana, Vedda, Anna",2018-02-14,"The results of irradiation tests on Ce-doped sol-gel silica
using x- and γ-rays up to 10 kGy are reported in order to
investigate the radiation hardness of this material for
high-energy physics applications. Sol-gel silica fibers with
Ce concentrations of 0.0125 and 0.05 mol. % are characterized
by means of optical absorption and attenuation length
measurements before and after irradiation. The two different
techniques give comparable results, evidencing the formation
of a main broad radiation-induced absorption band, peaking
at about 2.2 eV, related to radiation-induced color centers.
The results are compared with those obtained on bulk silica.
This study reveals that an improvement of the radiation
hardness of Ce-doped silica fibers can be achieved by reducing
Ce content inside the fiber core, paving the way for further
material development.",https://zenodo.org/api/files/0187c4b4-b4b1-4de2-b537-940ebe2f0cc7/Cova-Opt_Lett_2018.pdf,pdf,"the result of irradiation test on Ce - dope sol - gel silica 
 use x- and γ - ray up to 10 kGy be report in order to 
 investigate the radiation hardness of this material for 
 high - energy physics application . Sol - gel silica fiber with 
 Ce concentration of 0.0125 and 0.05 mol . % be characterize 
 by mean of optical absorption and attenuation length 
 measurement before and after irradiation . the two different 
 technique give comparable result , evidence the formation 
 of a main broad radiation - induce absorption band , peak 
 at about 2.2 eV , relate to radiation - induce color center . 
 the result be compare with those obtain on bulk silica . 
 this study reveal that an improvement of the radiation 
 hardness of Ce - dope silica fiber can be achieve by reduce 
 Ce content inside the fiber core , pave the way for furth 
 material development ."
53,Síntesis y Caracterización de TiO2 y Ag-TiO2 para uso en fotodegradación de Azul de Metileno,10.5281/zenodo.6547709,"E.V. Luna-Gallegos, E. Ramírez-Morales, G. Pérez-Hernández, M.G. Hernández-Cruz, L. Rojas-Blanco",2020-10-01,"Se sintetizaron polvos de dióxido de titanio (TiO2) y Ag-TiO2 por la ruta sol-gel in situ y sol-gel en dos pasos empleando como precursor de Nitrato de Plata (AgNO3). El análisis estructural se realizó mediante Difracción de Rayos X (DRX), Espectroscopía Ultravioleta-Visible (UV-Vis). La actividad fotocatalítica de TiO2 y Ag-TiO2 se evaluó mediante la degradación del Azul de Metileno (AM) bajo irradiación UV. Los resultados muestran la presencia de la fase anatasa, la cual es la fase más estable del TiO2 y ambas muestras presentan una degradación de entre un 23% a un 25% de la concentración inicial de azul de metileno, sin embargo, la muestra impurificada es la que logra comenzar a degradar más rápido, pero la muestra pura es la que tiene una mejor eficiencia fotocatalitica.",https://zenodo.org/api/files/cef00637-83dc-4eec-883e-1b86dd19f996/IQ62.pdf,pdf,"Se sintetizaron polvos de dióxido de titanio ( TiO2 ) y Ag - TiO2 por la ruta sol - gel in situ y sol - gel en do pasos empleando como precursor de Nitrato de Plata ( AgNO3 ) . El análisis estructural se realizó mediante Difracción de Rayos X ( DRX ) , Espectroscopía Ultravioleta - visible ( uv - vis ) . La actividad fotocatalítica de TiO2 y Ag - TiO2 se evaluó mediante la degradación del Azul de Metileno ( AM ) bajo irradiación uv . Los resultado muestran la presencia de la fase anatasa , la cual es la fase más estable del TiO2 y ambas muestras presentan una degradación de entre un 23 % a un 25 % de la concentración inicial de azul de metileno , sin embargo , la muestra impurificada es la que logra comenzar a degradar más rápido , pero la muestra pura es la que tiene una mejor eficiencia fotocatalitica ."
54,Data from: Holographic sol-gel monoliths: optical properties and application for humidity sensing,10.5061/dryad.405hq,"Ilatovskii, Daniil A., Milichko, Valentin, Vinogradov, Alexander V., Vinogradov, Vladimir V.",2018-03-28,"Sol–gel monoliths based on SiO2, TiO2 and ZrO2 with holographic colourful diffraction on their surfaces were obtained via a sol–gel synthesis and soft lithography combined method. The production was carried out without any additional equipment at near room temperature and atmospheric pressure. The accurately replicated wavy structure with nanoscale size of material particles yields holographic effect and its visibility strongly depends on refractive index (RI) of materials. Addition of multi-walled carbon nanotubes (MWCNTs) in systems increases their RI and lends absorbing properties due to extremely high light absorption constant. Further prospective and intriguing applications based on the most successful samples, MWCNTs-doped titania, were investigated as reversible optical humidity sensor. Owing to such property as reversible resuspension of TiO2 nanoparticles while interacting with water, it was proved that holographic xerogels can repeatedly act as humidity sensors. Materials which can be applied as humidity sensors in dependence on holographic response were discovered for the first time.",https://zenodo.org/api/files/13ec3e4d-ffce-49c5-adbf-12b46de32ba5/RefIndex.xlsx,xlsx,"sol – gel monolith base on SiO2 , TiO2 and zro2 with holographic colourful diffraction on their surface be obtain via a sol – gel synthesis and soft lithography combine method . the production be carry out without any additional equipment at near room temperature and atmospheric pressure . the accurately replicate wavy structure with nanoscale size of material particle yield holographic effect and its visibility strongly depend on refractive index ( RI ) of material . addition of multi - walled carbon nanotube ( MWCNTs ) in system increase their ri and lend absorb property due to extremely high light absorption constant . far prospective and intriguing application base on the most successful sample , MWCNTs - dope titania , be investigate as reversible optical humidity sensor . owe to such property as reversible resuspension of TiO2 nanoparticle while interact with water , it be prove that holographic xerogel can repeatedly act as humidity sensor . material which can be apply as humidity sensor in dependence on holographic response be discover for the first time ."
55,Radiation hardness of Ce-doped sol-gel silica fibers for High Energy Physics applications,10.5281/zenodo.2564769,"Cova, Francesca, Moretti, Federico, Fasoli, Mauro, Chiodini, Norberto, Pauwels, Kristof, Auffray, Etiennette, Lucchini, Marco Toliman, Baccaro, Stefania, Cemmi, Alessia, Bartova, Hana, Vedda, Anna",2019-02-14,"The results of irradiation tests on Ce-doped sol-gel
silica using X- and g-rays up to 10 kGy are reported,
in order to investigate the radiation hardness of this
material for high energy physics applications. Sol-gel
silica fibers with Ce concentrations of 0.0125 mol% and
0.05 mol% are characterized by means of optical absorption
and attenuation length measurements before
and after irradiation. The two different techniques
give comparable results, evidencing the formation of
a main broad radiation-induced absorption band, peaking
at about 2.2 eV, related to radiation-induced color
centers. The results are compared with those obtained
on bulk silica. This study reveals that an improvement
of the radiation hardness of Ce-doped silica fibers can
be achieved by reducing Ce content inside the fiber
core, paving the way for further material development.",https://zenodo.org/api/files/ae98f409-3563-498c-914e-dbca405f1645/Paper_OptLett_rev.pdf,pdf,"the result of irradiation test on Ce - dope sol - gel 
 silica use X- and g - ray up to 10 kGy be report , 
 in order to investigate the radiation hardness of this 
 material for high energy physics application . Sol - gel 
 silica fiber with Ce concentration of 0.0125 mol% and 
 0.05 mol% be characterize by mean of optical absorption 
 and attenuation length measurement before 
 and after irradiation . the two different technique 
 give comparable result , evidence the formation of 
 a main broad radiation - induce absorption band , peak 
 at about 2.2 eV , relate to radiation - induce color 
 center . the result be compare with those obtain 
 on bulk silica . this study reveal that an improvement 
 of the radiation hardness of Ce - dope silica fiber can 
 be achieve by reduce Ce content inside the fiber 
 core , pave the way for further material development ."
56,Synthesis and Characterization of Magnesium Borate via Sol Gel Method and Electrospinning Method,10.31142/ijtsrd21662,"Esra Nur Dogana, Fatih Demir",2019-04-23,"The sol gel and electrospinning techniques were used to prepare the magnesium borate polyvinyl alcohol composite. The fibers of magnesium borate about 150 nm diameters, were synthesized from the inorganic organic composite fibers by high temperature calcination process. The synthesized magnesium borate nanofibers were structurally investigated by thermogravimetric differential thermal analysis TG DTA , Fourier transform infrared spectroscopy FT IR , X ray diffractometry XRD and Scanning electron microscopy SEM , respectively. Due to the Mg modification of the B2O3 network, incomplete crystallization of the samples was observed when heat treated at 800 °C. But, completely crystalline fibers were obtained after calcined at 1200 ° C. Esra Nur Dogana | Fatih Demir ""Synthesis and Characterization of Magnesium Borate via Sol-Gel Method and Electrospinning Method"" Published in International Journal of Trend in Scientific Research and Development (ijtsrd), ISSN: 2456-6470, Volume-3 | Issue-3 , April 2019, URL: https://www.ijtsrd.com/papers/ijtsrd21662.pdf",https://zenodo.org/api/files/550fe6f8-ce77-43e0-8d88-dd5e633e8c57/28%20Synthesis%20and%20Characterization%20of%20Magnesium%20Borate%20via%20Sol-Gel%20Method%20and%20Electrospinning%20Method.pdf,pdf,"the sol gel and electrospinne technique be use to prepare the magnesium borate polyvinyl alcohol composite . the fiber of magnesium borate about 150 nm diameter , be synthesize from the inorganic organic composite fiber by high temperature calcination process . the synthesized magnesium borate nanofiber be structurally investigate by thermogravimetric differential thermal analysis TG DTA , Fourier transform infrare spectroscopy FT IR , x ray diffractometry XRD and Scanning electron microscopy SEM , respectively . due to the Mg modification of the B2O3 network , incomplete crystallization of the sample be observe when heat treat at 800 ° c . but , completely crystalline fiber be obtain after calcine at 1200 ° C. Esra Nur Dogana | Fatih Demir "" Synthesis and Characterization of Magnesium Borate via Sol - Gel Method and Electrospinning Method "" publish in International Journal of Trend in Scientific Research and Development ( ijtsrd ) , ISSN : 2456 - 6470 , Volume-3 | Issue-3 , April 2019 , URL : https://www.ijtsrd.com/papers/ijtsrd21662.pdf"
57,RELATION BETWEEN VISCOSITY AND GELATION OF AN IRON SILICATE SOL,10.5281/zenodo.6575779,"G. K. SHUKLA, S. GHOSH",1950-07-31,"A sol of iron silicate has been prepared by the interaction of ferric chloride and sodium silicate solutions. The rate of flow of this sol at various stages of purity attained by dialysis has been measured at different pressures causing the flow and also with progressive dialysis. With dialysis the iron content has been found to decrease. but silica content remains practically constant, whilst the impurity as chloride attains a value beyond which further dialysis causes the gelation of the sol within the parchment bag.
The sol has a tendency to yield gels simply by prolonged dialysis, coagulation with suitable amounts of electrolytes, or by simply warming at a certain stage of parity. The results are significant for the measurements of the rate of flow through capillary where it is definitely shown that when the sol begins to deviate from the Poiseulle's law for fluids, either for its concentration or purity, it yields gels. Hence, the tendency of the development of the structural flow is concluded to be intimately related with the capacity for the formation of a gel from a sol.",https://zenodo.org/api/files/b76a34ba-da7f-46d5-aaa8-7cd741c96403/323-330.pdf,pdf,"a sol of iron silicate have be prepare by the interaction of ferric chloride and sodium silicate solution . the rate of flow of this sol at various stage of purity attain by dialysis have be measure at different pressure cause the flow and also with progressive dialysis . with dialysis the iron content have be find to decrease . but silica content remain practically constant , whilst the impurity as chloride attain a value beyond which further dialysis cause the gelation of the sol within the parchment bag . 
 the sol have a tendency to yield gel simply by prolong dialysis , coagulation with suitable amount of electrolyte , or by simply warm at a certain stage of parity . the result be significant for the measurement of the rate of flow through capillary where it be definitely show that when the sol begin to deviate from the Poiseulle 's law for fluid , either for its concentration or purity , it yield gel . hence , the tendency of the development of the structural flow be conclude to be intimately relate with the capacity for the formation of a gel from a sol ."
58,Phase Transition Characteristics of Flame-Synthesized Gamma-Al2O3 Nanoparticles with Heat Treatment,10.5281/zenodo.1087982,Gyo Woo Lee,2013-10-01,"In this study, the phase transition characteristics of flame-synthesized γ-Al2O3 nanoparticles to α-Al2O3 have been investigated. The nanoparticles were synthesized by using a coflow hydrogen diffusion flame. The phase transition and particle characteristics of the Al2O3 nanoparticles were determined by examining the crystalline structure and the shape of the collected nanoparticles before and after the heat treatment. The morphology and crystal structure of the Al2O3 nanoparticles were determined from SEM images and XRD analyses, respectively. The measured specific surface area and averaged particle size were 63.44m2/g and 23.94nm, respectively. Based on the scanning electron microscope images and x-ray diffraction patterns, it is believed that the onset temperature of the phase transition to α-Al2O3 was existed near 1200oC. The averaged diameters of the sintered particles heat treated at 1,260oC were approximately 80nm.",https://zenodo.org/api/files/24120920-be31-40c5-81af-4682747e3b85/16864.pdf,pdf,"in this study , the phase transition characteristic of flame - synthesize γ - al2o3 nanoparticle to α - Al2O3 have be investigate . the nanoparticle be synthesize by use a coflow hydrogen diffusion flame . the phase transition and particle characteristic of the Al2O3 nanoparticle be determine by examine the crystalline structure and the shape of the collected nanoparticle before and after the heat treatment . the morphology and crystal structure of the Al2O3 nanoparticle be determine from SEM image and XRD analysis , respectively . the measured specific surface area and average particle size be 63.44m2 / g and 23.94 nm , respectively . base on the scanning electron microscope image and x - ray diffraction pattern , it be believe that the onset temperature of the phase transition to α - Al2O3 be exist near 1200oC. the average diameter of the sinter particle heat treat at 1,260oC be approximately 80 nm ."
59,Magnetic Properties and Cytotoxicity of Ga-Mn Magnetic Ferrites Synthesized by the Citrate Sol-Gel Method,10.5281/zenodo.1131842,"Javier Sánchez, Laura Elena De León Prado, Dora Alicia Cortés Hernández",2017-07-02,"Magnetic spinel ferrites are materials that possess size, magnetic properties and heating ability adequate for their potential use in biomedical applications. The Mn0.5Ga0.5Fe2O4 magnetic nanoparticles (MNPs) were synthesized by sol-gel method using citric acid as chelating agent of metallic precursors. The synthesized samples were identified by X-Ray Diffraction (XRD) as an inverse spinel structure with no secondary phases. Saturation magnetization (Ms) of crystalline powders was 45.9 emu/g, which was higher than those corresponding to GaFe2O4 (14.2 emu/g) and MnFe2O4 (40.2 emu/g) synthesized under similar conditions, while the coercivity field (Hc) was 27.9 Oe. The average particle size was 18 ± 7 nm. The heating ability of the MNPs was enough to increase the surrounding temperature up to 43.5 °C in 7 min when a quantity of 4.5 mg of MNPs per mL of liquid medium was tested. Cytotoxic effect (hemolysis assay) of MNPs was determined and the results showed hemolytic values below 1% in all tested cases. According to the results obtained, these synthesized nanoparticles can be potentially used as thermoseeds for hyperthermia therapy.",https://zenodo.org/api/files/5502b1d7-e1e2-4210-946e-98c346e78828/10007740.pdf,pdf,"magnetic spinel ferrite be material that possess size , magnetic property and heating ability adequate for their potential use in biomedical application . the Mn0.5Ga0.5Fe2O4 magnetic nanoparticle ( MNPs ) be synthesize by sol - gel method use citric acid as chelate agent of metallic precursor . the synthesized sample be identify by X - Ray Diffraction ( XRD ) as an inverse spinel structure with no secondary phase . saturation magnetization ( Ms ) of crystalline powder be 45.9 emu / g , which be high than those correspond to GaFe2O4 ( 14.2 emu / g ) and MnFe2O4 ( 40.2 emu / g ) synthesize under similar condition , while the coercivity field ( Hc ) be 27.9 Oe . the average particle size be 18 ± 7 nm . the heating ability of the mnp be enough to increase the surround temperature up to 43.5 ° c in 7 min when a quantity of 4.5 mg of mnp per ml of liquid medium be test . cytotoxic effect ( hemolysis assay ) of mnp be determined and the result show hemolytic value below 1 % in all test case . accord to the result obtain , these synthesize nanoparticle can be potentially use as thermoseed for hyperthermia therapy ."
60,Inkjet printing of ceramic precursors based on sol-gel media,10.5281/zenodo.3474397,Žitňan Michal,2019-05-22,"conference paper, FunGlass School 2019/part1",https://zenodo.org/api/files/36d18135-43c0-44c7-9afe-070989f9c94e/Inkjet%20printing%20of%20ceramic%20precursors%20based%20on%20sol-gel%20media.pdf,pdf,"conference paper , FunGlass School 2019 / part1"
61,Corrosion resistance hybrid sol gel coating: its synthesis and characterizations,10.5281/zenodo.3606393,"Kamble N., Castro Y., Durán A., Galusek D.",2019-11-29,abstract of conference paper,https://zenodo.org/api/files/b2f152fd-7ef6-46c4-8d36-3fbde720940f/Corrosion%20resistance%20hybrid%20sol%20gel%20coating%20-%20its%20synthesis%20and%20characterizations.pdf,pdf,abstract of conference paper
62,Design of sol-gel media and inkjet printing of mullite,10.5281/zenodo.3530479,"Zitnan M., Muller L., Limbach R., Hoppener S., Galusek D., Wondraczek L.",2019-05-30,conference paper - abstract,https://zenodo.org/api/files/6f6b6400-0ebc-42d6-8c49-ae6ad57d62aa/Design%20of%20sol-gel%20media%20and%20inkjet%20printing%20of%20mullite.pdf,pdf,conference paper - abstract
63,Sintering behavior of the sol-gel derived aluminium titanate precursor,10.5281/zenodo.5848016,"N. K. Mitra, A. Basumajumdar, Sarmila Gupta, Ananya Gangopadhyay",2002-11-30,"Department of Chemical Technology, University of Calcutta, 92, A. P. C. Road, Kolkata-700 009, India
E-mail :chemtech@cucc.ernet.in           Fax: 91-033-3519755
Manuscript received 18 December 2001, accepted 23 May 2002
Aluminium titanate has been prepared by following sol-gel technique. The densification of the noncrystalline precursor powder is significantly influenced by the oxide and non-oxide additives. The additives affect the stability and anisotropic thermal expansion of aluminium titanate as reflected through measurement of the thermomechanical properties of the sintered product.",https://zenodo.org/api/files/da538469-ef92-4974-adf4-0c17e5e87704/913-915.pdf,pdf,"Department of Chemical Technology , University of Calcutta , 92 , A. P. C. Road , Kolkata-700 009 , India 
 e - mail : chemtech@cucc.ernet.in             fax : 91 - 033 - 3519755 
 Manuscript receive 18 December 2001 , accept 23 May 2002 
 Aluminium titanate have be prepare by follow sol - gel technique . the densification of the noncrystalline precursor powder be significantly influence by the oxide and non - oxide additive . the additive affect the stability and anisotropic thermal expansion of aluminium titanate as reflect through measurement of the thermomechanical property of the sinter product ."
64,Synthesis of TiO2 Nanoparticles by Sol-Gel and Sonochemical Combination,10.5281/zenodo.1112335,"Sabriye Piskin, Sibel Kasap, Muge Sari Yilmaz",2016-02-04,"Nanocrystalline TiO2 particles were successfully synthesized via sol-gel and sonochemical combination using titanium tetraisopropoxide as a precursor at lower temperature for a short time. The effect of the reaction parameters (hydrolysis media, acid media, and reaction temperatures) on the synthesis of TiO2 particles were investigated in the present study. Characterizations of synthesized samples were prepared by X-ray diffraction (XRD) analysis. It was shown that the reaction parameters played a significant role in the synthesis of TiO2 particles.",https://zenodo.org/api/files/5e052085-b54f-4760-9c46-e4e8aeb828c8/10004032.pdf,pdf,"nanocrystalline TiO2 particle be successfully synthesize via sol - gel and sonochemical combination use titanium tetraisopropoxide as a precursor at low temperature for a short time . the effect of the reaction parameter ( hydrolysis medium , acid medium , and reaction temperature ) on the synthesis of TiO2 particle be investigate in the present study . characterization of synthesize sample be prepare by x - ray diffraction ( XRD ) analysis . it be show that the reaction parameter play a significant role in the synthesis of TiO2 particle ."
65,The Effect of Parameters on Productions of NiO/Al2O3/B2O3/SiO2 Composite Nanofibers by Using Sol-Gel Processing and Electrospinning Technique,10.5281/zenodo.1100639,"Fatih Sevim, Emel Sevimli, Fatih Demir, Turan Çalban",2015-04-03,"Nanofibers of PVA /nickel nitrate/silica/alumina
izopropoxide/boric acid composite were prepared by using sol-gel
processing and electrospinning technique. By high temperature
calcinations of the above precursor fibers, nanofibers of
NiO/Al2O3/B2O3/SiO2 composite with diameters about 500 nm
could be successfully obtained. The fibers were characterized by
XRD and SEM analyses.",https://zenodo.org/api/files/32015f57-035f-42af-bb6d-7e8a74e2e215/10001197.pdf,pdf,"nanofiber of PVA /nickel nitrate / silica / alumina 
 izopropoxide / boric acid composite be prepare by use sol - gel 
 processing and electrospinne technique . by high temperature 
 calcination of the above precursor fiber , nanofiber of 
 NiO / Al2O3 / B2O3 / SiO2 composite with diameter about 500 nm 
 could be successfully obtain . the fiber be characterize by 
 XRD and SEM analysis ."
66,Structural and Electrical Properties of Ca2+ Doped LaFeO3: The Effect of A-site Cation Size Mismatch,10.5281/zenodo.3748431,"Irmak, A. E.",2020-04-04,"In this study, nanosized La1-xCaxFeO3 (0.00≤x≤0.40) compounds prepared via sol-gel method followed by heat treatment at 1100oC for 24 hours are studied. Crystal structure, microstructure, surface morphology and temperature-dependent resistivity of the samples are investigated. TEM investigation reveals nanoparticles with an average size of 35nm produced from the sol-gel process. The crystal structure of the compounds belongs to an orthorhombically distorted perovskite structure with Pbnm space group. Lattice distortion and cation size mismatch increase with an increase in Ca and particle and grain growth are suppressed by Ca doping. Electrical conduction is explained via thermally activated hopping of small polarons. Unit cell volume, charge ordering temperature, and activation energy for small polarons decrease linearly with an increase in cation size mismatch. Room temperature resistivity decreases with Ca doping and gets its minimum value for 30% Ca at which the orthorhombic distortion is maximum.",https://zenodo.org/api/files/71e09c8f-f241-47a0-bde7-595ad04a15fb/ETASR_V10_N2_pp5538-5546.pdf,pdf,"in this study , nanosized La1 - xCaxFeO3 ( 0.00≤x≤0.40 ) compound prepare via sol - gel method follow by heat treatment at 1100oc for 24 hour be study . Crystal structure , microstructure , surface morphology and temperature - dependent resistivity of the sample be investigate . TEM investigation reveal nanoparticle with an average size of 35 nm produce from the sol - gel process . the crystal structure of the compound belong to an orthorhombically distorted perovskite structure with Pbnm space group . lattice distortion and cation size mismatch increase with an increase in ca and particle and grain growth be suppress by can dope . electrical conduction be explain via thermally activate hopping of small polaron . unit cell volume , charge order temperature , and activation energy for small polaron decrease linearly with an increase in cation size mismatch . room temperature resistivity decrease with can dope and get its minimum value for 30 % ca at which the orthorhombic distortion be maximum ."
67,"Investigating Structural, Thermal and Optical Properties of Lead Oxide Nano-Particles Synthesized by Sol-Gel Combustion Method",10.5281/zenodo.7054822,"Shahid Mirza, Mayur Ali Chishtia, Vijaya Sangawar, Prashant Parale",2022-09-06,"ABSTRACT: Metal and metal oxide nanoparticles (NPs) have piqued the interest of material scientists in recent years due to their unique physicochemical properties which are dependent on their size, shape, and chemical surroundings. The sol gel combustion is one of the most straightforward and practical technique for getting tiny and similar size and shape of the powder out of all the current lead oxide nanoparticle synthesis techniques. In this study, PbO nanoparticles are prepared using the sol-gel method followed by an auto combustion process. This research is aimed at the particle size, shape, thermal analysis, and optical properties of nanostructured PbO. Several microscopic, spectroscopic, and thermogravimetric analysis are employed for the structural characterization of lead oxide nanoparticles. Tiny lead oxide particles with a diameter of 60 nanometres have been prepared. The prepares sample's optical band gap was discovered to be 2.44 electronvolt. Thermal investigations indicate the thermal behaviour and stability of synthesized lead oxide powder and are described in details.
 ",https://zenodo.org/api/files/65cc0b7e-058e-412c-9186-60798431c261/14-06-2022.pdf,pdf,"ABSTRACT : metal and metal oxide nanoparticle ( np ) have pique the interest of material scientist in recent year due to their unique physicochemical property which be dependent on their size , shape , and chemical surrounding . the sol gel combustion be one of the most straightforward and practical technique   for get tiny and similar size   and shape of the powder   out of all the current lead oxide nanoparticle synthesis technique . in this study , pbo nanoparticle be prepare use the sol - gel method follow by an auto combustion process . this research be aim at the particle size , shape , thermal analysis , and optical property of nanostructure PbO. several microscopic , spectroscopic , and thermogravimetric analysis be employ for the structural characterization of lead oxide nanoparticle . tiny lead oxide particle with a diameter of 60 nanometre have be prepare . the prepare sample 's optical band gap be discover to be 2.44 electronvolt . thermal investigation indicate the thermal behaviour and stability of synthesize lead oxide powder and be describe in detail . 
 "
68,Electrical Properties of n-CdO/p-Si Heterojunction Diode Fabricated by Sol Gel,10.5281/zenodo.1058793,"S.Aksoy, Y.Caglar",2011-11-28,"n-CdO/p-Si heterojunction diode was fabricated using
sol-gel spin coating technique which is a low cost and easily scalable
method for preparing of semiconductor films. The structural and
morphological properties of CdO film were investigated. The X-ray
diffraction (XRD) spectra indicated that the film was of
polycrystalline nature. The scanning electron microscopy (SEM)
images indicate that the surface morphology CdO film consists of the
clusters formed with the coming together of the nanoparticles. The
electrical characterization of Au/n-CdO/p–Si/Al heterojunction diode
was investigated by current-voltage. The ideality factor of the diode
was found to be 3.02 for room temperature. The reverse current of
the diode strongly increased with illumination intensity of 100
mWcm-2 and the diode gave a maximum open circuit voltage Voc of
0.04 V and short-circuits current Isc of 9.92×10-9 A.",https://zenodo.org/api/files/ea4a9971-2b0e-43a7-8faf-f2cc7eef33cc/3261.pdf,pdf,"n - CdO / p - si heterojunction diode be fabricate use 
 sol - gel spin coating technique which be a low cost and easily scalable 
 method for prepare of semiconductor film . the structural and 
 morphological property of CdO film be investigate . the x - ray 
 diffraction ( XRD ) spectra indicate that the film be of 
 polycrystalline nature . the scan electron microscopy ( SEM ) 
 image indicate that the surface morphology CdO film consist of the 
 cluster form with the come together of the nanoparticle . the 
 electrical characterization of Au / n - CdO / p – Si / Al heterojunction diode 
 be investigate by current - voltage . the ideality factor of the diode 
 be find to be 3.02 for room temperature . the reverse current of 
 the diode strongly increase with illumination intensity of 100 
 mWcm-2 and the diode give a maximum open circuit voltage Voc of 
 0.04 v and short - circuit current Isc of 9.92×10 - 9 a."
69,"Anomalous Thermal Behavior of CuxMg1-xNb2O6 (x=0,0.4,0.6,1) for LTCC Substrate",10.5281/zenodo.1088986,"Jyotirmayee Satapathy, M. V. Ramana Reddy",2013-10-05,"LTCC (Low Temperature Co-fired Ceramics) being the most advantageous technology towards the multilayer substrates for various applications, demands an extensive study of its raw materials. In the present work, a series of CuxMg1-xNb2O6 (x=0,0.4,0.6,1) has been prepared using sol-gel synthesis route and sintered at a temperature of 900°C to study its applicability for LTCC technology as the firing temperature is 900°C in this technology. The phase formation has been confirmed using X-ray Diffraction. Thermal properties like thermal conductivity and thermal expansion being very important aspect as the former defines the heat flow to avoid thermal instability in layers and the later provides the dimensional congruency of the dielectric material and the conductors, are studied here over high temperature up to the firing temperature. Although the values are quite satisfactory from substrate requirement point view, results have shown anomaly over temperature. The anomalous thermal behavior has been further analyzed using TG-DTA.",https://zenodo.org/api/files/c5709530-8ab5-4bb0-9828-56cd165e1699/17408.pdf,pdf,"LTCC ( Low Temperature Co - fire Ceramics ) be the most advantageous technology towards the multilayer substrate for various application , demand an extensive study of its raw material . in the present work , a series of CuxMg1 - xnb2o6   ( x=0,0.4,0.6,1 ) have be prepare use sol - gel synthesis route and sinter at a temperature of 900 ° c to study its applicability for ltcc technology as the firing temperature be 900 ° c in this technology . the phase formation have be confirm use x - ray Diffraction . thermal property like thermal conductivity and thermal expansion be very important aspect as the former define the heat flow to avoid thermal instability in layer and the later provide the dimensional congruency of the dielectric material and the conductor , be study here over high temperature up to the firing temperature . although the value be quite satisfactory from substrate requirement point view , result have show anomaly over temperature . the anomalous thermal behavior have be far analyze use TG - DTA ."
