,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier,Abstract_lemm
30,Experiment to characterize MBGs with 10% of Sr,10.5281/zenodo.4074884,"Vitale, Chiara",2020-11-13,"The goal of the investigation is the structural characterization of MBGs with 10% of Sr, produce by following a base catalyzed sol-gel method",Inconnu,Inconnu,"the goal of the investigation be the structural characterization of mbg with 10 % of Sr , produce by follow a base catalyze sol - gel method"
31,Inorganic Effect Pigment-binger System: Pigment Pickup% of Sol-gel Processed Cotton Textile,10.5281/zenodo.2540716,"Mohammad Mamunur Rashid, Md. Rasheduzzaman",2018-12-30,"Cotton plain-weaved woven fabric has been treated with inorganic effect pigment-binder system in water following the sol-gel process. Thickener and dispersing agent have been added to the solution. The fabric was then coated with the prepared solution using the sol-gel process. The pigment-coating was carried on Hochschule Niederrhein, Mönchengladbach, Germany Laboratory Padder by the help of squeezing roller. After coating, pigment pickup% was measured and compared with each other. In this work, the pickup% of effect pigment coated cotton textile will be measured and compared with each other.",https://zenodo.org/api/files/2773dd75-debb-45c7-aef1-290b06d7e84d/21.2.djvu,djvu,"Cotton plain - weave woven fabric have be treat with inorganic effect pigment - binder system in water follow the sol - gel process . Thickener and disperse agent have be add to the solution . the fabric be then coat with the prepared solution use the sol - gel process . the pigment - coating be carry on Hochschule Niederrhein , Mönchengladbach , Germany Laboratory Padder by the help of squeeze roller . after coating , pigment pickup% be measure and compare with each other . in this work , the pickup% of effect pigment coated cotton textile will be measure and compare with each other ."
32,Dataset for manuscript: Time-lapse reconstruction of the fracture front from diffracted waves arrivals in laboratory hydraulic fracture experiments,10.5281/zenodo.3901193,"Liu, Dong, Lecampion, Brice, Blum, Thomas",2020-06-19,"Dataset for manuscript: ""Time-lapse reconstruction of the fracture front from diffracted waves arrivals in laboratory hydraulic fracture experiments"" published in Geophysical Journal International (2020). https://doi.org/10.1093/gji/ggaa310",https://zenodo.org/api/files/75fe0f45-5f66-4e01-b0c1-b97832c2db00/InversionResults.zip,zip,"dataset for manuscript : "" time - lapse reconstruction of the fracture front from diffract wave arrival in laboratory hydraulic fracture experiment "" publish in Geophysical Journal International ( 2020 ) .   https://doi.org/10.1093/gji/ggaa310"
33,Synthesis and in vitro electrochemical study of composite coatings on implant by electrophoretic deposition,10.5281/zenodo.5595872,"M. Chellappa, U. Anjaneyulu, Geetha Manivasagam, U. Vijayalakshmi",2015-04-01,"Materials Chemistry Division, School of Advanced Sciences, VIT University, Vellore-632 014,
Tamilnadu, India
E-mail : lakesminat@yahoo.com, vijayalakshmi.u@vit.ac.in
School of Mechanical and Building Sciences, VIT University, Vellore-632 014,
Tamilnadu, India
The aim of the present study is the preparation and characterization of silicon dioxide, zinc oxide and it’s composite. The above inorganic biomaterials were synthesized by sol-gel method. The nosocomial infections or a hospital acquired infection of an implant (biofilm) dramatically increases the risk of orthopaedic implant surgery. The biofilm infections of an implant or prostheses can be preventable with better surface modification of bioactive and corrosion resistance composite coatings of 70% SiO2 with 30% ZnO by electrophoretic deposition (EPD). The prepared powders and its coatings were characterized by Powder X-ray diffraction, in vitro electrochemical studies such as Tafel polarization and electrochemical impedance analyses.",https://zenodo.org/api/files/537e2bf7-a533-4369-9932-0cf4fcacc2c6/501-504.pdf,pdf,"material Chemistry Division , School of Advanced Sciences , VIT University , vellore-632 014 , 
 Tamilnadu , India 
 e - mail : lakesminat@yahoo.com , vijayalakshmi.u@vit.ac.in 
 School of Mechanical and Building Sciences , VIT University , vellore-632 014 , 
 Tamilnadu , India 
 the aim of the present study be the preparation and characterization of silicon dioxide , zinc oxide and it ’ composite . the above inorganic biomaterial be synthesize by sol - gel method . the nosocomial infection or a hospital acquire infection of an implant ( biofilm ) dramatically increase the risk of orthopaedic implant surgery . the biofilm infection of an implant or prosthesis can be preventable with well surface modification of bioactive and corrosion resistance composite coating of 70 % sio2 with 30 % zno by electrophoretic deposition ( EPD ) . the prepared powder and its coating be characterize by Powder X - ray diffraction , in vitro electrochemical study such as Tafel polarization and electrochemical impedance analysis ."
34,Improvement of Chemical Demulsifier Performance Using Silica Nanoparticles,10.5281/zenodo.1126828,"G. E. Gandomkar, E. Bekhradinassab, S. Sabbaghi, M. M. Zerafat",2016-08-01,"The reduction of water content in crude oil emulsions reduces pipeline corrosion potential and increases the productivity. Chemical emulsification of crude oil emulsions is one of the methods available to reduce the water content. Presence of demulsifier causes the film layer between the crude oil emulsion and water droplets to become unstable leading to the acceleration of water coalescence. This research has been performed to study the improvement performance of a chemical demulsifier by silica nanoparticles. The silica nano-particles have been synthesized by sol-gel technique and precipitation using poly vinyl alcohol (PVA) and poly ethylene glycol (PEG) as surfactants and then nano-particles are added to the demulsifier. The silica nanoparticles were characterized by Particle Size Analyzer (PSA) and SEM. Upon the addition of nanoparticles, bottle tests have been carried out to separate and measure the water content. The results show that silica nano-particles increase the demulsifier efficiency by about 40%.",https://zenodo.org/api/files/0b5bced9-14a3-4a52-8377-a816f528dd5a/10005523.pdf,pdf,"the reduction of water content in crude oil emulsion reduce pipeline corrosion potential and increase the productivity . chemical emulsification of crude oil emulsion be one of the method available to reduce the water content . presence of demulsifi cause the film layer between the crude oil emulsion and water droplet to become unstable lead to the acceleration of water coalescence . this research have be perform to study the improvement performance of a chemical demulsifi by silica nanoparticle . the silica nano - particle have be synthesize by sol - gel technique and precipitation use poly vinyl alcohol ( PVA ) and poly ethylene glycol ( PEG ) as surfactant and then nano - particle be add to the demulsifi . the silica nanoparticle be characterize by Particle Size Analyzer ( PSA ) and SEM . upon the addition of nanoparticle , bottle test have be carry out to separate and measure the water content . the result show that silica nano - particle increase the demulsifi efficiency by about 40 % ."
35,Structural and Electrical Properties of BNT-BT0.08 Ceramics Processed by Spark Plasma Sintering,10.5281/zenodo.1079048,"Ciceron Berbecaru, Marin Cernea, Gheorghe Virgil Aldica, Roxana Trusca",2011-07-26,"(Bi0.5Na0.5)TiO3 doped with 8 mol % BaTiO3 powder
(BNT-BT0.08), prepared by sol-gel method was compacted and
sintered by Spark Plasma Sintering (SPS) process. The influence of
SPS temperature on the densification of BNT-BT0.08 ceramic was
investigated. Starting from sol-gel nanopowder of BNT-BT
containing 8 mol % BaTiO3 with an average particles size of about
30 nm, were obtained ceramics with density around 98 % of the
theoretical density value when the SPS temperature used was about
850 °C. The average grain size of the resulting ceramics was 80 nm.
The BNT-BT0.08 ceramic sample obtained by SPS method has shown
good electric properties at various frequencies.",https://zenodo.org/api/files/aa2ba783-37ed-45a1-915a-af8bfb2edcc7/12356.pdf,pdf,"( Bi0.5Na0.5)TiO3 dope with 8 mol % BaTiO3 powder 
 ( BNT - BT0.08 ) , prepare by sol - gel method be compact and 
 sinter by Spark Plasma Sintering ( SPS ) process . the influence of 
 SPS temperature on the densification of BNT - BT0.08 ceramic be 
 investigate . start from sol - gel nanopowder of BNT - BT 
 contain 8 mol % BaTiO3 with an average particle size of about 
 30 nm , be obtain ceramic with density around 98 % of the 
 theoretical density value when the SPS temperature use be about 
 850 ° c . the average grain size of the result ceramic be 80 nm . 
 the BNT - BT0.08 ceramic sample obtain by SPS method have show 
 good electric property at various frequency ."
36,CONTROLLER OF FLUORINE­DOPED TIN OXIDE THIN FILMS DEPOSITION VIA CYCLES AND ANNEALING TEMPERATURES BY SPIN COATING TECHNIQUES,10.15587/1729-4061.2020.210818,"Tri Arini, Latifa Hanum Lalasari, Lia Andriyah, Nadia Natasha, Fariza Yunita, Florentinus Firdiyono, Adjie Maulana Syaputra, Amalia Solehah, Achmad Subhan",2020-10-31,"Fluorine-doped tin oxide (FTO) thin films have been deposited by the modified spin coating method at 3000 rpm using tin (II) chloride dehydrate (SnCl2×2H2O) as a precursor, ammonium fluoride (NH4F) as a dopant and ethanol as a solvent. The aim of this research is to find out the quality of the thin film based on the number of cycles (3, 4, 5, and 6 cycles) and annealing temperature (300, 400 and 500 °C). The variation of annealing temperature and number of cycles can affect the crystal structure of the FTO thin film, crystal size and grain size. Increasing the number of cycles and annealing temperature can lead to larger crystallite size and lower dislocation density, so that electrons between the grains can move easily. The large grain can reduce the grain boundary, increasing the electron mobility and decreasing the resistivity. XRD analysis shows that the structure of SnO2 polycrystalline with the most dominant crystal plane (110) is formed in this research when compared to the intensity of other structures. The resistivity value decreases with increasing the annealing temperature and number of cycles. In addition, transparency value also decreases along with increasing the annealing temperature and number of cycles. The optimum results of resistivity and transparency values obtained in this research are 1.692´10-2 Ω×cm and 69.232 % at 500 °C and 5 cycles. These results can be used as a reference for further study to optimize the production of fluorine-doped tin oxide (FTO) thin film with spin coating. Therefore, many factors that affect the production of fluorine-doped tin oxide (FTO) thin film, either dissolving stage or deposition process on the substrate surface still need to be studied deeply to obtain the optimum result",https://zenodo.org/api/files/82e75415-2adc-4ab2-8dd9-0c17a6626287/Controller%20of%20fluorine%C2%ADdoped%20tin%20oxide%20thin%20films%20deposition%20via%20cycles%20and%20annealing%20temperatures%20by%20spin%20coating%20techniques.pdf,pdf,"fluorine - dope tin oxide ( FTO ) thin film have be deposit by the modified spin coating method at 3000   rpm use tin ( II ) chloride dehydrate ( SnCl2×2H2O ) as a precursor , ammonium fluoride ( nh4f ) as a dopant and ethanol as a solvent . the aim of this research be to find out the quality of the thin film base on the number of cycle ( 3 , 4 , 5 , and 6   cycle ) and anneal temperature ( 300 , 400 and 500   ° c ) . the variation of anneal temperature and number of cycle can affect the crystal structure of the FTO thin film , crystal size and grain size . increase the number of cycle and anneal temperature can lead to large crystallite size and low dislocation density , so that electron between the grain can move easily . the large grain can reduce the grain boundary , increase the electron mobility and decrease the resistivity . XRD analysis show that the structure of sno2   polycrystalline with the most dominant crystal plane ( 110 ) be form in this research when compare to the intensity of other structure . the resistivity value decrease with increase the anneal temperature and number of cycle . in addition , transparency value also decrease along with increase the anneal temperature and number of cycle . the optimum result of resistivity and transparency value obtain in this research be 1.692´10 - 2   Ω×cm and 69.232   % at 500   ° c and 5 cycle . these result can be use as a reference for further study to optimize the production of fluorine - dope tin oxide ( FTO ) thin film with spin coating . therefore , many factor that affect the production of fluorine - dope tin oxide ( FTO ) thin film , either dissolve stage or deposition process on the substrate surface still need to be study deeply to obtain the optimum result"
37,Preparation of Nanocrystalline Mesoporous ThO2 via Surfactant Assisted Sol-gel Procedure,10.5281/zenodo.1108673,"N. Mohseni, S. Janitabar, S. J. Ahmadi, M. Roshanzamir, M. Thaghizadeh",2015-08-02,"In this research, thorium dioxide mesoporous
nanocrystalline powder was synthesized through the sol-gel method
using hydrated thorium nitrate and ammonium hydroxide as starting
materials and Triton X100 as surfactant. ThO2 gel was characterized
by thermogravimetric (TGA), and prepared ThO2 powder was
subjected to scanning electron microscopy (SEM), X-ray diffraction
(XRD), and Brunauer-Emett-Teller (BET) analyses studies. Detailed
analyses show that prepared powder consisted of phase with the
space group Fm3m of thoria and its crystalline size was 12.6 nm. The
thoria possesses 16.7 m2/g surface area and the pore volume and size
calculated to be 0.0423 cc/g and 1.947 nm, respectively.",https://zenodo.org/api/files/b1df2090-334e-44b4-b3a3-fe94b5166164/10002300.pdf,pdf,"in this research , thorium dioxide mesoporous 
 nanocrystalline powder be synthesize through the sol - gel method 
 use hydrated thorium nitrate and ammonium hydroxide as start 
 material and Triton X100 as surfactant . ThO2 gel be characterize 
 by thermogravimetric ( TGA ) , and prepare tho2 powder be 
 subject to scan electron microscopy ( SEM ) , x - ray diffraction 
 ( XRD ) , and Brunauer - Emett - Teller ( BET ) analyse study . detail 
 analysis show that prepared powder consist of phase with the 
 space group fm3 m of thoria and its crystalline size be 12.6 nm . the 
 thoria possess 16.7 m2 / g surface area and the pore volume and size 
 calculate to be 0.0423 cc / g and 1.947 nm , respectively ."
38,"Dataset for manuscript ""Laboratory investigation of hydraulic fracture growth in Zimbabwe gabbro""",10.5281/zenodo.6610791,"Liu,Dong, Lecampion,Brice",2022-09-23,"Dataset for manuscript: ""Laboratory investigation of hydraulic fracture growth in Zimbabwe gabbro"" -- dataset of GABB-003, GABB-005 and GABB-006 experiments",https://zenodo.org/api/files/dd6a52b3-89fa-4dda-ac8b-10900b764348/GABB-003.rar,rar,"dataset for manuscript : "" laboratory investigation of hydraulic fracture growth in zimbabwe gabbro "" -- dataset of GABB-003 , GABB-005 and gabb-006   experiment"
39,Copper-doped cotton-like malleable electrospun bioactive glass fibers for wound healing applications,10.1016/j.mlblux.2022.100133,"Liverani L., Reiter T., Zheng K., Nescakova Z., Boccaccini A. R.",2022-06-01,"The combination of electrospinning and sol-gel methods is attracting the interest of the scientific community for developing three-dimensional bioactive glass (BG)-based fibers. This paper reports the fabrication of cotton-like copper-doped BG fibers by combining electrospinning and sol-gel techniques. Acellular bioactivity in simulated body fluid, ion release, cell viability and scratch cell tests were performed. Results showed that copper was successfully incorporated in the fibers and Cu ions were released in limited concentration over seven days. The presence of copper delayed the mineralization of the fibers upon immersion in simulated body fluid (SBF), but it did not affect keratinocyte viability and migration. Wound closure in the scratch cell test was achieved in 48 h for all the investigated samples.",https://zenodo.org/api/files/c6a49540-d276-4854-ac33-0d2039bc1a71/Copper-doped%20cotton-like%20malleable%20electrospun%20bioactive%20glass%20fibers%20for%20wound%20healing%20applications%20.pdf,pdf,"the combination of electrospinne and sol - gel method be attract the interest of the scientific community for develop three - dimensional bioactive glass ( bg)-based fiber . this paper report the fabrication of cotton - like copper - dope BG fiber by combine electrospinne and sol - gel technique . acellular bioactivity in simulated body fluid , ion release , cell viability and scratch cell test be perform . result show that copper be successfully incorporate in the fiber and Cu ion be release in limited concentration over seven day . the presence of copper delay the mineralization of the fiber upon immersion in simulate body fluid ( SBF ) , but it do not affect keratinocyte viability and migration . wound closure in the scratch cell test be achieve in 48   h for all the investigate sample ."
40,PROCRAFT_Form A_Propeller_Fecamps,10.5281/zenodo.6573493,Magali Brunet,2022-05-23,"Information on the propeller of a WWII airplane (not identified) found near Fécamps, France",https://zenodo.org/api/files/7fa32130-65b7-44ce-8095-fbaa238eb4f7/PR-FEC_A_open%20access.pdf,pdf,"information on the propeller of a WWII airplane ( not identify ) find near Fécamps , France"
41,HYSTERISIS IN THE SOL-GEL TRANSFORMATIONS OF AGAR,10.5281/zenodo.6596895,S. N. BANERJl,1945-12-31,The phenomenon of hysterisis in the sol-gel transformations of agar mils have been studied. under different condition. A tentative theory based upon the assumption of orientation of the colloidal particles to form a structure has been presented.,https://zenodo.org/api/files/7564d2ee-61f1-4f15-9d97-27a79d9035aa/161-164.pdf,pdf,the phenomenon of hysterisis   in the sol - gel transformation of agar mil have be study . under different condition . a tentative theory base upon the assumption of orientation of the colloidal particle to form a structure have be present .
42,Development of NiTiO3Nanofibers by Sol-Gel Supported Electrospinning,10.5281/zenodo.1171921,"S. Suguna, G. Sasikala, S. Sumathi, T. Rajesh, D Sangeetha",2018-02-12,The talk presented at 29th Annual General Meeting Of Materials Research Society Of India And National Symposium On Advances In Functional And Exotic Materials.,https://zenodo.org/api/files/17ce28fd-8f63-4311-ae58-2925a8c0a8a3/265.S.%20Suguna1%2CG.%20Sasikala1%2C%20S.%20Sumathi1%2C%20T.%20Rajesh1and%20D%20Sangeetha2.pdf,pdf,the talk present at 29th Annual General Meeting of Materials Research Society of India and National Symposium on Advances in Functional and Exotic Materials .
43,Commercial Applications of Sol-Gel Derived Hybrid Materials,10.1557/mrs2001.94,"Arkles, Barry",2001-05-01,"The ability to understand and control synthesis of both inorganic and organic polymers has led to the design of a wide range of novel structures. Block polymer, interpenetrating polymer network, biomimetic, ormosil and nanocomposite approaches have been applied to generate materials with unique structure-property relationships. These properties allow applications in optical and automotive coatings, injection molding and extrusion grades of thermoplastics, and preceramic polymers. Examples of current industrial technology are provided in the context of an overview of hybrid organic-inorganic polymers.",https://zenodo.org/api/files/61decfba-19a5-4668-8b97-0b5c99a8c784/Commercial%20Applications%20of%20Sol-Gel%20Derived%20Hybrid%20Materials.pdf,pdf,"the ability to understand and control synthesis of both inorganic and organic polymer have lead to the design of a wide range of novel structure . block polymer , interpenetrate polymer network , biomimetic , ormosil and nanocomposite approach have be apply to generate material with unique structure - property relationship . these property allow application in optical and automotive coating , injection molding and extrusion grade of thermoplastic , and preceramic polymer . example of current industrial technology be provide in the context of an overview of hybrid organic - inorganic polymer ."
44,FORMULATION AND EVALUATION OF ORAL IN SITU GEL CONTAINING REPAGLINDE,10.5281/zenodo.2530545,"Shubhechha Bansod, Vaishnavi Bankar, Manisha S. Karpe, Vilasrao J. Kadam",2018-09-30,"Gel dosage forms are successfully used as drug delivery systems to control drug release and protect the medicaments from a hostile environment. The main objective is to formulate and evaluate in situ oral gels of repaglinide based on the concept of pH triggered and ion activated systems. The system utilizes polymers that exhibit sol-to-gel phase transition due to change in specific physico-chemical parameters. A pH triggered system consisting of Carbopol 934P (0.2-1.2% w/v) was used to prolong the release of repaglinide (0.1% w/v). Formulations were evaluated for gelling capacity, viscosity, gel strength, floating studies, spreadability, and in vitro release. The use of Carbopol as an in situ gel forming system was substantiated by the property to transform into stiff gels when the pH was raised. The drug content, clarity, and pH of the formulation were found to be satisfactory. The viscosity was found to be in the range 5 to 85 centipoise for the sol, whereas for the gels it was up to 16000 centipoise. The formulation showed pseudo plastic flow with thixotropy. The maximum gel strength (using texture analyser). The optimized formulations were able to release the drug up to 6 h. As it is a floating drug delivery system it shows increased retention and increased bioavailability of drugs.",https://zenodo.org/api/files/a6365af4-328c-4cf9-aea0-dc426c7038d2/3.pdf,pdf,"gel dosage form be successfully use as drug delivery system to control drug release and protect the medicament from a hostile environment . the main objective be to formulate and evaluate in situ oral gel of repaglinide base on the concept of ph trigger and ion activate system . the system utilize polymer that exhibit sol - to - gel phase transition due to change in specific physico - chemical parameter . a ph trigger system consist of Carbopol 934p ( 0.2 - 1.2 % w / v ) be use to prolong the release of repaglinide ( 0.1 % w / v ) . formulation be evaluate for gel capacity , viscosity , gel strength , float study , spreadability , and in vitro release . the use of Carbopol as an in situ gel form system be substantiate by the property to transform into stiff gel when the ph be raise . the drug content , clarity , and ph of the formulation be find to be satisfactory . the viscosity be find to be in the range 5 to 85 centipoise for the sol , whereas for the gel it be up to 16000 centipoise . the formulation show pseudo plastic flow with thixotropy . the maximum gel strength ( use texture analyser ) . the optimize formulation be able to release the drug up to 6 h. as it be a float drug delivery system it show increase retention and increase bioavailability of drug ."
45,Preparation of CuAlO2 Thin Films on Si or Sapphire Substrate by Sol-Gel Method Using Metal Acetate or Nitrate,10.5281/zenodo.1128169,"Takashi Ehara, Takayoshi Nakanishi, Kohei Sasaki, Marina Abe, Hiroshi Abe, Kiyoaki Abe, Ryo Iizaka, Takuya Sato",2016-11-03,"CuAlO2 thin films are prepared on Si or sapphire substrate by sol-gel method using two kinds of sols. One is combination of Cu acetate and Al acetate basic, and the other is Cu nitrate and Al nitrate. In the case of acetate sol, XRD peaks of CuAlO2 observed at annealing temperature of 800-950 ºC on both Si and sapphire substrates. In contrast, in the case of the films prepared using nitrate on Si substrate, XRD peaks of CuAlO2 have been observed only at the annealing temperature of 800-850 ºC. At annealing temperature of 850ºC, peaks of other species have been observed beside the CuAlO2 peaks, then, the CuAlO2 peaks disappeared at annealing temperature of 900 °C with increasing in intensity of the other peaks. Intensity of the other peaks decreased at annealing temperature of 950 ºC with appearance of broad SiO2 peak. In the present, we ascribe these peaks as metal silicide.",https://zenodo.org/api/files/c563a94c-ecb5-4d87-8472-1e079bb0d001/10006079.pdf,pdf,"CuAlO2 thin film be prepare on Si or sapphire substrate by sol - gel method use two kind of sol . one be combination of Cu acetate and Al acetate basic , and the other be Cu nitrate and Al nitrate . in the case of acetate sol , XRD peak of CuAlO2 observe at anneal temperature of 800 - 950 ºc on both Si and sapphire substrate . in contrast , in the case of the film prepare use nitrate on Si substrate , XRD peak of CuAlO2 have be observe only at the anneal temperature of 800 - 850 ºc. at anneal temperature of 850ºc , peak of other specie have be observe beside the CuAlO2 peak , then , the CuAlO2 peak disappear at anneal temperature of 900 ° c with increase in intensity of the other peak . intensity of the other peak decrease at anneal temperature of 950 ºc with appearance of broad SiO2 peak . in the present , we ascribe these peak as metal silicide ."
46,PROCRAFT_Form A_Espadon 6025_Toulouse,10.5281/zenodo.6500326,Brunet Magali,2022-04-28,Information on an Espadon 6025 aircraft (France) from 1949,https://zenodo.org/api/files/a70cbd85-32bf-40cc-8af4-28d441645f86/ES6025-SUI_open%20access.pdf,pdf,information on an Espadon 6025 aircraft ( France ) from 1949
47,PROCRAFT_Form A_Macchi MC202_Cagliari,10.5281/zenodo.6500372,Brunet Magali,2022-04-28,Information on a Macchi MC202 (Italy) which crashed probably in 1942 near south Sardinia,https://zenodo.org/api/files/fb2a1f96-ce4d-4d45-a0e7-04aec69c1fe8/MAMC202-CAG_open%20access.pdf,pdf,information on a Macchi MC202 ( Italy ) which crash probably in 1942 near south Sardinia
48,Optical Properties of WO3-NiO Complementary Electrochromic Devices,10.5281/zenodo.1093670,"Chih-Ming Wang, Chih-Yu Wen, Ying-Chung Chen, Chun-Chieh Wang, Chien-Chung Hsu, Jui-Yang Chang, Jyun-Min Lin",2014-06-04,"In this study, we developed a complementary electrochromic device consisting of WO3 and NiO films fabricated by rf-magnetron sputtered. The electrochromic properties of WO3 and NiO films were investigated using cyclic voltammograms (CV), performed on WO3 and NiO films immersed in an electrolyte of 1 M LiClO4 in propylene carbonate (PC). Optical and electrochemical of the films, as a function of coloration–bleaching cycle, were characterized using an UV-Vis-NIR spectrophotometer and cyclic voltammetry (CV). After investigating the properties of WO3 film, NiO film, and complementary electrochromic devices, we concluded that this device provides good reversibility, low power consumption of -2.5 V in color state, high variation of transmittance of 58.96%, changes in optical density of 0.81 and good memory effect under open-circuit conditions. In addition, electrochromic component penetration rate can be retained below 20% within 24h, showing preferred memory features; however, component coloring and bleaching response time are about 33s.",https://zenodo.org/api/files/58ffb45b-ca2d-484c-82f6-3839382dd9fa/9998744.pdf,pdf,"in this study , we develop a complementary electrochromic device consist of WO3 and NiO film fabricate by rf - magnetron sputter . the electrochromic property of WO3 and NiO film be investigate use cyclic voltammogram ( CV ) , perform on WO3 and NiO film immerse in an electrolyte of 1 M LiClO4 in propylene carbonate ( PC ) . optical and electrochemical of the film , as a function of coloration – bleach cycle , be characterize use an uv - vis - NIR spectrophotometer and cyclic voltammetry ( CV ) . after investigate the property of WO3 film , nio film , and complementary electrochromic device , we conclude that this device provide good reversibility , low power consumption of -2.5 v in color state , high variation of transmittance of 58.96 % , change in optical density of 0.81 and good memory effect under open - circuit condition . in addition , electrochromic component penetration rate can be retain below 20 % within 24h , show preferred memory feature ; however , component color and bleaching response time be about 33 ."
49,Synthesis and Characteristics of Rice Husk Ash Based Magnetic Hydrogel (RHA-MH) for H2 Generation,10.36811/jca.2019.110001,"Irvan Dahlan, Muhammad Syafieq Abd Halim",2019-01-23,"In this study, magnetic hydrogel was synthesized from rice husk ash (RHA-MH) using two methods, i.e. sol-gel and cross-linking methods. The prepared rice husk ash based magnetic hydrogel (RHA-MH) were used as a catalyst for H2 generation through hydrolysis of sodium borohydride (NaBH4). Factors effecting hydrolysis reaction such as effect of RHA calcination temperature and method used to synthesis the catalyst were investigated. The RHA-MH1200 synthesised via cross-linking and sol-gel methods (using RHA calcined at 1200°C) shows the shortest time taken (5.64 min and 11.18 min, respectively) to produce 40 mL of H2 gas as compared to RHA-MH600 (i.e. 10.47 min and 13.18 min respectively, for both methods using RHA calcined at 600°C). The prepared and spent RHA-MH were also characterized using Scanning Electron Microscopy (SEM)/Energy Dispersive X-ray (EDX) analysis. From SEM image, it could be concluded that silica (SiO2) could successfully be utilized as the supporting material for stabilizing magnetic iron oxide (Fe3O4) nanoparticles. The SEM image also showed that the overall structure was relatively porous. Moreover, the SEM images of magnetic hydrogel before and after the hydrolysis of NaBH4 exhibited similar physical structures.
Keywords: Hydrogen; NaBH4 hydrolysis; Rice husk ash based magnetic hydrogel (RHA-MH); Sol-gel; Cross-linking",https://zenodo.org/api/files/125b80b2-9010-47a4-a13a-3578ff960eb5/jca_raft1001.pdf,pdf,"in this study , magnetic hydrogel be synthesize from rice husk ash ( RHA - MH ) use two method , i.e. sol - gel and cross - linking method . the prepared rice husk ash base magnetic hydrogel ( RHA - MH ) be use as a catalyst for h2 generation through hydrolysis of sodium borohydride ( NaBH4 ) . factor effecting hydrolysis reaction such as effect of RHA calcination temperature and method use to synthesis the catalyst be investigate . the RHA - MH1200 synthesise via cross - link and sol - gel method ( use RHA calcine at 1200 ° c ) show the short time take ( 5.64 min and 11.18 min , respectively ) to produce 40 ml of h2 gas as compare to RHA - MH600 ( i.e. 10.47 min and 13.18 min respectively , for both method use RHA calcine at 600 ° c ) . the prepared and spend RHA - MH be also characterize use Scanning Electron Microscopy ( SEM)/Energy Dispersive X - ray ( EDX ) analysis . from SEM image , it could be conclude that silica ( SiO2 ) could successfully be utilize as the support material for stabilize magnetic iron oxide ( fe3o4 ) nanoparticle . the SEM image also show that the overall structure be relatively porous . moreover , the SEM image of magnetic hydrogel before and after the hydrolysis of NaBH4 exhibit similar physical structure . 
 Keywords :   Hydrogen ; NaBH4   hydrolysis ; Rice husk ash base magnetic hydrogel ( RHA - MH ) ; Sol - gel ; cross - link"
50,PROCRAFT_Form A_Spitfire_Plérin,10.5281/zenodo.6500347,Brunet Magali,2022-04-28,"Information on the wing of a Supermarine Spitfire (UK) crashed 1944 found in Brittany, France.",https://zenodo.org/api/files/0cb64a04-62bc-4d14-b1bf-ebdda7f0a674/SPIT-PLE_A_open%20access.pdf,pdf,"information on the wing of a Supermarine Spitfire ( UK ) crash 1944 find in Brittany , France ."
51,PROCRAFT_Form A_Morane Saulnier 733_Toulouse,10.5281/zenodo.6500341,Brunet Magali,2022-04-28,Information on a Morane Saulnier 733 aircraft (France) from 1951,https://zenodo.org/api/files/bbe24cf1-9739-4e6e-b64b-c16f61e00648/MS733-TOU_open%20access.pdf,pdf,information on a Morane Saulnier 733 aircraft ( France ) from 1951
