,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier,Abstract_lemm
45,Equations of Pulse Propagation in Three-Layer Structure of As2S3 Chalcogenide Plasmonic Nano-Waveguides,10.5281/zenodo.1127186,"Leila Motamed-Jahromi, Mohsen Hatami, Alireza Keshavarz",2016-09-01,"This research aims at obtaining the equations of pulse propagation in nonlinear plasmonic waveguides created with As2S3 chalcogenide materials. Via utilizing Helmholtz equation and first-order perturbation theory, two components of electric field are determined within frequency domain. Afterwards, the equations are formulated in time domain. The obtained equations include two coupled differential equations that considers nonlinear dispersion.",https://zenodo.org/api/files/9e374564-c75f-4691-a569-2f4caca6d524/10005672.pdf,pdf,"this research aim at obtain the equation of pulse propagation in nonlinear plasmonic waveguide create with As2S3 chalcogenide material . via utilize Helmholtz equation and first - order perturbation theory , two component of electric field be determine within frequency domain . afterwards , the equation be formulate in time domain . the obtain equation include two couple differential equation that consider nonlinear dispersion ."
46,Hot-spot Engineering in 3D Multi-branched Nanostructures: Ultrasensitive Substrates for Surface Enhanced Raman Spectroscopy,10.1002/adom.201600836,"Chirumamilla, Manohar, Chirumamilla, Anisha, Roberts, Alexander S., Proietti Zaccaria, Remo, De Angelis, Francesco, Kjær Kristensen, Peter, Krahne, Roman, Bozhevolnyi, Sergey I., Pedersen, Kjeld, Toma, Andrea",2017-01-30,"The detection of probe molecules at ultralow concentrations, even at the single-molecule level, can be addressed with the breakthrough concept of plasmonic hot-spot engineering. In view of that, the fabrication of nanostructures endowed with sub-10 nm gaps and extremely large near-field enhancement has gained increasing attention, becoming a key-condition for improved sensitivity. The present work demonstrates a new perspective in ultrasensitive detection by engineering every individual plasmonic nanostructure with a giant electric field confinement and superior hot-spot densities, thus eliminating the need for extremely narrow inter-particle separations.",https://zenodo.org/api/files/cfe50c21-503d-466b-8ba1-e0635d0c77ed/adom.201600836.pdf,pdf,"the detection of probe molecule at ultralow concentration , even at the single - molecule level , can be address with the breakthrough concept of plasmonic hot - spot engineering . in view of that , the fabrication of nanostructure endow with sub-10 nm gap and extremely large near - field enhancement have gain increase attention , become a key - condition for improve sensitivity . the present work demonstrate a new perspective in ultrasensitive detection by engineer every individual plasmonic nanostructure with a giant electric field confinement and superior hot - spot density , thus eliminate the need for extremely narrow inter - particle separation ."
47,Raw data for 'Intrinsic Luminescence Blinking from Plasmonic Nanojunctions',10.5281/zenodo.4533192,"Chen, Wen, Roelli, Philippe, Ahmed, Aqeel, Verlekar, Sachin, Hu Huatian, Banjac, Karla, Lingenfelder, ‪Magalí, Kippenberg, Tobias, Tagliabue, Giulia, Galland, Christophe",2021-02-11,"The raw data of the main figures from the manuscript 'Intrinsic Luminescence Blinking from Plasmonic Nanojunctions'
https://arxiv.org/abs/2007.14817v1",https://zenodo.org/api/files/28257441-e24f-4d90-96f8-c2b085835898/Fig1c.csv,csv,"the raw datum of the main figure from the manuscript ' Intrinsic Luminescence blink from Plasmonic Nanojunctions ' 
 https://arxiv.org/abs/2007.14817v1"
48,Surface-Enhanced Raman Spectroscopy of Graphene Integrated in Plasmonic Silicon Platforms with Three-Dimensional Nanotopography,10.1021/acs.jpcc.8b10356,"Kanidi, Maria, Dagkli, Alva, Kelaidis, Nikolaos, Palles, Dimitrios, Digiava, Aminalragia-Giamini, Jose, Marquez-Velasco, Colli, Alan, Dimoulas, Athanasios, Lidorikis, Elefterios, Kandyla, Maria, Kamitsos, Efstratios",2019-01-15,"Integrating graphene with plasmonic nanostructures results in multifunctional hybrid systems with enhanced performance for numerous applications. In this work, we take advantage of the remarkable mechanical properties of graphene to combine it with scalable 3D plasmonic nanostructured silicon substrates, which enhance the interaction of graphene with electromagnetic radiation. Large areas of femtosecond laser-structured arrays of silicon nanopillars, decorated with gold nanoparticles, are integrated with graphene, which conforms to the substrate nanotopography. We obtain Raman spectra at 488, 514, 633, and 785 nm excitation wavelengths, spanning the entire visible range. For all excitation wavelengths, the Raman signal of graphene is enhanced by 2–3 orders of magnitude, similarly to the highest enhancements measured to date, concerning surface-enhanced Raman spectroscopy (SERS) of graphene on plasmonic substrates. Moreover, in contrast to traditional deposition and lithographic methods, the fabrication method employed here relies on single-step, maskless, cost-effective, rapid laser processing of silicon in water, amenable to large-scale fabrication. Finite-difference time-domain simulations elucidate the advantages of the 3D topography of the substrate. Conformation of graphene to the Au-decorated silicon nanopillars enables graphene to sample near fields from an increased number of nanoparticles. Due to synergistic effects with the nanopillars, different nanoparticles become more active for different wavelengths and locations on the pillars, providing broadband enhancement. Nanostructured plasmonic silicon is a promising platform for integration with graphene and other 2D materials, for next-generation applications of large-area hybrid nanomaterials in the fields of sensing, photonics, optoelectronics, and medical diagnostics.",https://zenodo.org/api/files/743d7bdd-6c77-48bd-ba57-f27d9c79f9ce/jp-2018-10356w.pdf,pdf,"integrate graphene with plasmonic nanostructure result in multifunctional hybrid system with enhanced performance for numerous application . in this work , we take advantage of the remarkable mechanical property of graphene to combine it with scalable 3d plasmonic nanostructure silicon substrate , which enhance the interaction of graphene with electromagnetic radiation . large area of femtosecond laser - structure array of silicon nanopillar , decorate with gold nanoparticle , be integrate with graphene , which conform to the substrate nanotopography . we obtain Raman spectra at 488 , 514 , 633 , and 785 nm excitation wavelength , span the entire visible range . for all excitation wavelength , the Raman signal of graphene be enhance by 2–3 order of magnitude , similarly to the high enhancement measure to date , concern surface - enhance Raman spectroscopy ( SERS ) of graphene on plasmonic substrate . moreover , in contrast to traditional deposition and lithographic method , the fabrication method employ here rely on single - step , maskless , cost - effective , rapid laser processing of silicon in water , amenable to large - scale fabrication . finite - difference time - domain simulation elucidate the advantage of the 3d topography of the substrate . conformation of graphene to the Au - decorate silicon nanopillar enable graphene to sample near field from an increased number of nanoparticle . due to synergistic effect with the nanopillar , different nanoparticle become more active for different wavelength and location on the pillar , provide broadband enhancement . nanostructure plasmonic silicon be a promising platform for integration with graphene and other 2D material , for next - generation application of large - area hybrid nanomaterial in the field of sensing , photonic , optoelectronic , and medical diagnostic ."
49,Study of plasmonic properties of copper monosulfide nanoparticles depending on their dielectric constant,10.15587/2706-5448.2021.237269,"Iryna Yaremchuk, Tetiana Bulavinets",2021-07-31,"The object of research is plasmonic properties copper of monosulfide nanoparticles. One of the most problematic areas is that there is still no unambiguous answer to which main copper monosulfide nanoparticles parameters have a decisive effect on their resonance absorption, scattering or electric field enhancement. It is necessary to study the plasmonic properties of copper monosulfide nanoparticles depending on their main parameter, namely the dielectric constant. The principle of dipole equivalence and Mee-Gans theory for the modeling of the optical nanoparticle characteristics is used. It is found that dielectric constant is a crucial parameter determining the resulting optical response of such nanoparticles. The surrounding medium refractive index affects the position and magnitude of the nanoparticles maximum plasmonic absorption. The nonspherical nanoparticles are characterized by two plasmon peaks corresponding to transverse and longitudinal localized surface plasmon resonance if the ratio between the axes is higher than 1.5. The ellipsoidal nanoparticles exhibit higher sensitivity to changes in the refractive index of the surrounding medium in comparison to the spherical ones. The obtained research results are primarily the basis for further comprehensive research of plasmonic copper monosulfide nanoparticles for their specialized applications. Second, knowledge of the influence of the nanoparticle dielectric constant on their resulting spectral characteristics allow tuning of the localized surface plasmon resonance peak position in a wide wavelength range, from 500 to 1200 nm, using the nanoparticle synthesis technique. Thus, the material under study is promising for sensor applications in a wide spectral range.",https://zenodo.org/api/files/689624ec-178c-4a39-9404-b11f2eddd492/Study%20of%20plasmonic%20properties%20of%20copper%20monosulfide%20nanoparticles%20depending%20on%20their%20dielectric%20constant.pdf,pdf,"the object of research be plasmonic property copper of monosulfide nanoparticle . one of the most problematic area be that there be still no unambiguous answer to which main copper monosulfide nanoparticle parameter have a decisive effect on their resonance absorption , scatter or electric field enhancement . it be necessary to study the plasmonic property of copper monosulfide nanoparticle depend on their main parameter , namely the dielectric constant . the principle of dipole equivalence and Mee - Gans theory for the modeling of the optical nanoparticle characteristic be use . it be find that dielectric constant be a crucial parameter determine the result optical response of such nanoparticle . the surround medium refractive index affect the position and magnitude of the nanoparticle maximum plasmonic absorption . the nonspherical nanoparticle be characterize by two plasmon peak correspond to transverse and longitudinal localize surface plasmon resonance if the ratio between the axis be high than 1.5 . the ellipsoidal nanoparticle exhibit high sensitivity to change in the refractive index of the surround medium in comparison to the spherical one . the obtain research result be primarily the basis for further comprehensive research of plasmonic copper monosulfide nanoparticle for their specialized application . second , knowledge of the influence of the nanoparticle dielectric constant on their result spectral characteristic allow tuning of the localize surface plasmon resonance peak position in a wide wavelength range , from 500 to 1200   nm , use the nanoparticle synthesis technique . thus , the material under study be promise for sensor application in a wide spectral range ."
50,Plasmon-Enhanced Optical Chirality through Hotspot Formation in Surfactant-Directed Self-Assembly of Gold Nanorods,10.1021/acsnano.0c03997,"Severoni, E, Maniappan, S, Liz-Marzán, LM, Kumar, J, García de Abajo, JF, Galantini, L",2020-11-24,"Plasmonically enhanced optical dichroism has attracted substantial interest for its application in optical sensing, where the interplay between chirality emanating from both molecules and plasmon-supporting structures has been regarded as a critical ingredient. Here, we experimentally demonstrate that suitably self-assembled achiral plasmonic nanostructures produce a high degree of enhancement in the optical dichroism observed from chiral molecules placed in their vicinity. Specifically, we identify a near-field enhancement associated with plasmonic hotpots as the mechanism enabling our observation of visible-NIR circular dichroism emanating from small amounts of chiral molecules. Our structures consist of linear arrays of gold nanorods obtained by introducing chiral anionic surfactants, such as modified bile salts, which lead to selective destabilization of a cetyltrimethylammonium bromide coating layer on Au nanorods, thereby promoting a tip-to-tip oriented assembly. The proposed mechanism of plasmonically-enhanced circular dichroism is supported by deriving a simple, yet general theoretical formalism that confirms the observed results, revealing the role of optical hotspots at the gaps of linear tip-to-tip nanorod assemblies as the origin of enhancement in the dichroism from chiral molecules. Importantly, it is the refractive rather than the absorption-mediated chiral response of the molecules that produces dichroism in the visible-NIR plasmonic regime, far from their UV absorption resonances. The observed self-assembly mechanism suggests that chiral analytes not directly interacting with the nanorod surfaces, but just able to induce tip-to-tip aggregation, can be revealed by a CD signature in the plasmonic region, thereby supporting potential applications in ultrasensitive analysis.",https://zenodo.org/api/files/79c44f52-7fd1-4ef8-bb00-85ec2a29b442/MS_AuNR-NaTPC-revised.pdf,pdf,"plasmonically enhance optical dichroism have attract substantial interest for its application in optical sensing , where the interplay between chirality emanating from both molecule and plasmon - support structure have be regard as a critical ingredient . here , we experimentally demonstrate that suitably self - assemble achiral plasmonic nanostructure produce a high degree of enhancement in the optical dichroism observe from chiral molecule place in their vicinity . specifically , we identify a near - field enhancement associate with plasmonic hotpot as the mechanism enable our observation of visible - nir circular dichroism emanating from small amount of chiral molecule . our structure consist of linear array of gold nanorod obtain by introduce chiral anionic surfactant , such as modify bile salt , which lead to selective destabilization of a cetyltrimethylammonium bromide coating layer on Au nanorod , thereby promote a tip - to - tip orient assembly . the propose mechanism of plasmonically - enhance circular dichroism be support by derive a simple , yet general theoretical formalism that confirm the observed result , reveal the role of optical hotspot at the gap of linear tip - to - tip nanorod assembly as the origin of enhancement in the dichroism from chiral molecule . importantly , it be the refractive rather than the absorption - mediate chiral response of the molecule that produce dichroism in the visible - NIR plasmonic regime , far from their uv absorption resonance . the observed self - assembly mechanism suggest that chiral analyte not directly interact with the nanorod surface , but just able to induce tip - to - tip aggregation , can be reveal by a cd signature in the plasmonic region , thereby support potential application in ultrasensitive analysis ."
51,Plasmon-driven photoregeneration of cofactor molecules,10.1039/c4cc07829b,"Sánchez-Iglesias A, Chuvilin A, Grzelczak M",2014-10-17,Platinum-doped gold nanorods are able to regenerate cofactor molecules under visible and infrared light irradiation. Our results suggest promising use of plasmonic particles in biochemical reactions.,https://zenodo.org/api/files/72b1e708-184b-4b70-9ac3-0ccc1ca6c145/120_NADH_ChemComm_final_1.pdf,pdf,platinum - dope gold nanorod be able to regenerate cofactor molecule under visible and infrare light irradiation . our result suggest promise use of plasmonic particle in biochemical reaction .
52,Plasmon modes and hot spots in gold nanostar-satellite clusters,10.1021/jp509953f,"Shiohara, Amane;, Novikov, Sergey;, Solís, Diego M.;, Taboada, José M.;, Obelleiro, Fernando;, Liz-Marzán, Luis M.",2015-05-21,"Gold nanostars display strong electromagnetic field enhancement at their tips, and tip plasmon resonances can be tuned within the visible and near-infrared, which has been applied toward plasmonic molecular sensing. However, the sensitivity can be further increased by linking gold nanostars to other plasmonic nanoparticles and thereby inducing the creation of hot spots. We report the controlled formation of core–satellite assemblies comprising a central gold nanostar with gold spheres adsorbed to the tips via Raman active molecular linkers. Surface-enhanced Raman scattering (SERS) was recorded at the level of single gold nanostar–satellite clusters, and the experimental results were compared with detailed electromagnetic simulations.",https://zenodo.org/api/files/1b0eb2cc-c70e-463c-b929-ee41649a9d1c/107_JPC-Satellites_revised.pdf,pdf,"gold nanostar display strong electromagnetic field enhancement at their tip , and tip plasmon resonance can be tune within the visible and near - infrare , which have be apply toward plasmonic molecular sensing . however , the sensitivity can be far increase by link gold nanostar to other plasmonic nanoparticle and thereby induce the creation of hot spot . we report the control formation of core – satellite assembly comprise a central gold nanostar with gold sphere adsorb to the tip via Raman active molecular linker . surface - enhance Raman scatter ( SERS ) be record at the level of single gold nanostar – satellite cluster , and the experimental result be compare with detailed electromagnetic simulation ."
53,Microfluidic Plasmonic Bio-Sensing of Exosomes by Using a Gold Nano-Island Platform,10.5281/zenodo.1316742,"Srinivas Bathini, Duraichelvan Raju, Simona Badilescu, Muthukumaran Packirisamy",2018-04-03,"A bio-sensing method, based on the plasmonic property of gold nano-islands, has been developed for detection of exosomes in a clinical setting. The position of the gold plasmon band in the UV-Visible spectrum depends on the size and shape of gold nanoparticles as well as on the surrounding environment. By adsorbing various chemical entities, or binding them, the gold plasmon band will shift toward longer wavelengths and the shift is proportional to the concentration. Exosomes transport cargoes of molecules and genetic materials to proximal and distal cells. Presently, the standard method for their isolation and quantification from body fluids is by ultracentrifugation, not a practical method to be implemented in a clinical setting. Thus, a versatile and cutting-edge platform is required to selectively detect and isolate exosomes for further analysis at clinical level. The new sensing protocol, instead of antibodies, makes use of a specially synthesized polypeptide (Vn96), to capture and quantify the exosomes from different media, by binding the heat shock proteins from exosomes. The protocol has been established and optimized by using a glass substrate, in order to facilitate the next stage, namely the transfer of the protocol to a microfluidic environment. After each step of the protocol, the UV-Vis spectrum was recorded and the position of gold Localized Surface Plasmon Resonance (LSPR) band was measured. The sensing process was modelled, taking into account the characteristics of the nano-island structure, prepared by thermal convection and annealing. The optimal molar ratios of the most important chemical entities, involved in the detection of exosomes were calculated as well. Indeed, it was found that the results of the sensing process depend on the two major steps: the molar ratios of streptavidin to biotin-PEG-Vn96 and, the final step, the capture of exosomes by the biotin-PEG-Vn96 complex. The microfluidic device designed for sensing of exosomes consists of a glass substrate, sealed by a PDMS layer that contains the channel and a collecting chamber. In the device, the solutions of linker, cross-linker, etc., are pumped over the gold nano-islands and an Ocean Optics spectrometer is used to measure the position of the Au plasmon band at each step of the sensing. The experiments have shown that the shift of the Au LSPR band is proportional to the concentration of exosomes and, thereby, exosomes can be accurately quantified. An important advantage of the method is the ability to discriminate between exosomes having different origins.",https://zenodo.org/api/files/c8681999-0825-4169-993b-302fa443fc8e/10009022.pdf,pdf,"a bio - sensing method , base on the plasmonic property of gold nano - island , have be develop for detection of exosome in a clinical setting . the position of the gold plasmon band in the uv - visible spectrum depend on the size and shape of gold nanoparticle as well as on the surround environment . by adsorb various chemical entity , or bind they , the gold plasmon band will shift toward long wavelength and the shift be proportional to the concentration . Exosomes transport cargo of molecule and genetic material to proximal and distal cell . presently , the standard method for their isolation and quantification from body fluid be by ultracentrifugation , not a practical method to be implement in a clinical setting . thus , a versatile and cut - edge platform be require to selectively detect and isolate exosome for further analysis at clinical level . the new sensing protocol , instead of antibody , make use of a specially synthesize polypeptide ( vn96 ) , to capture and quantify the exosome from different medium , by bind the heat shock protein from exosome . the protocol have be establish and optimize by use a glass substrate , in order to facilitate the next stage , namely the transfer of the protocol to a microfluidic environment . after each step of the protocol , the uv - vis spectrum be record and the position of gold localize Surface Plasmon Resonance ( LSPR ) band be measure . the sensing process be model , take into account the characteristic of the nano - island structure , prepare by thermal convection and annealing . the optimal molar ratio of the most important chemical entity , involve in the detection of exosome be calculate as well . indeed , it be find that the result of the sensing process depend on the two major step : the molar ratio of streptavidin to biotin - peg - vn96 and , the final step , the capture of exosome by the biotin - peg - vn96 complex . the microfluidic device design for sensing of exosome consist of a glass substrate , seal by a pdms layer that contain the channel and a collect chamber . in the device , the solution of linker , cross - linker , etc . , be pump over the gold nano - island and an Ocean Optics spectrometer be use to measure the position of the Au plasmon band at each step of the sensing . the experiment have show that the shift of the Au LSPR band be proportional to the concentration of exosome and , thereby , exosome can be accurately quantify . an important advantage of the method be the ability to discriminate between exosome have different origin ."
54,Enhanced Photoluminescence in Transition Metal Dichalcogenides Monolayers by Gold Nanoparticle Supercrystals,10.5281/zenodo.5595266,"Joao Rodriguez, Pau Molet, Leonardo Scarabelli, Andrea Capasso, Agustín Mihi, Pedro Alpuim, Juan Luis Garcia-Pomar",2021-09-20,"We developed a nanostructure to enhance the photoluminescence intensity of two-dimensional monolayers of transition metal dichalcogenides based on plasmonic supercrystal arrays. These plasmonic supercrystal arrays are deposited on top the monolayers by means of a template-assisted assembly of gold nanospheres with patterned polydimethylsiloxane molds [1]. These supercrystals arrays consist on square arrays of hexagonally packed gold nanoparticles (50 nm of diameter) which exhibit well-defined surface lattice resonance modes that can be tuned from the visible through the near-infrared by simple variation of the lattice parameter. This tunability can be used to enhance the photoluminescence emission of different transition metal dichalcogenides monolayers. So, as proof of concept, the photoluminescence signal of the monolayer MoS2 and MoSe2 can be significantly enhanced up to 5-6-fold coupling the frequency of the surface lattice resonance of the plasmonic supercrystal to the frequency emission of the transition metal dichalcogenides monolayer.
 
This project has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement No 840064",https://zenodo.org/api/files/e91100d1-d87a-412d-945d-8a1aae133d89/CEN21_a.pdf,pdf,"we develop a nanostructure to enhance the photoluminescence intensity of two - dimensional monolayer of transition metal dichalcogenide base on plasmonic supercrystal array . these plasmonic supercrystal array be deposit on top the monolayer by mean of a template - assist assembly of gold nanosphere with pattern polydimethylsiloxane mold [ 1 ] . these supercrystal array consist on square array of hexagonally pack gold nanoparticle ( 50 nm of diameter ) which exhibit well - define surface lattice resonance mode that can be tune from the visible through the near - infrared by simple variation of the lattice parameter . this tunability can be use to enhance the photoluminescence emission of different transition metal dichalcogenide monolayer . so , as proof of concept , the photoluminescence signal of the monolayer MoS2 and MoSe2 can be significantly enhance up to 5 - 6 - fold couple the frequency of the surface lattice   resonance of the plasmonic supercrystal to the frequency emission of the transition metal dichalcogenide monolayer . 
 
 this project have receive funding from the European Union ’s Horizon 2020 research and innovation programme under grant agreement no 840064"
55,3D‐Printed Biocompatible Scaffolds with Built‐In Nanoplasmonic Sensors,10.1002/adfm.202005407,"García‐Astrain, C.,Lenzi, E., Jimenez de Aberasturi, D., Henriksen‐Lacey, M., R. Binelli, M., Liz-Marzán, LM;",2020-09-06,"3D printing strategies have acquired great relevance toward the design of 3D scaffolds with precise macroporous structures, for supported mammalian cell growth. Despite advances in 3D model designs, there is still a shortage of detection tools to precisely monitor in situ cell behavior in 3D, thereby allowing a better understanding of the progression of diseases or to test the efficacy of drugs in a more realistic microenvironment. Even if the number of available inks has exponentially increased, they do not necessarily offer the required functionalities to be used as internal sensors. Herein the potential of surface‐enhanced Raman scattering (SERS) spectroscopy for the detection of biorelevant analytes within a plasmonic hydrogel‐based, 3D‐printed scaffold is demonstrated. Such SERS‐active scaffolds allow for the 3D detection of model molecules, such as 4‐mercaptobenzoic acid. Flexibility in the choice of plasmonic nanoparticles is demonstrated through the use of gold nanoparticles with different morphologies, gold nanorods showing the best balance between SERS enhancement and scaffold transparency. Detection of the biomarker adenosine is also demonstrated as a proof‐of‐concept toward the use of these plasmonic scaffolds for SERS sensing of cell‐secreted molecules over extended periods of time.",https://zenodo.org/api/files/721670a3-e721-4b08-9520-e139051ae643/Scaffold_AdvFunctMater.pdf,pdf,"3d printing strategy have acquire great relevance toward the design of 3D scaffold with precise macroporous structure , for support mammalian cell growth . despite advance in 3d model design , there be still a shortage of detection tool to precisely monitor in situ cell behavior in 3D , thereby allow a well understanding of the progression of disease or to test the efficacy of drug in a more realistic microenvironment . even if the number of available ink have exponentially increase , they do not necessarily offer the require functionality to be use as internal sensor . herein the potential of surface‐enhance Raman scatter ( SERS ) spectroscopy for the detection of biorelevant analyte within a plasmonic hydrogel‐based , 3d‐printed scaffold be demonstrate . such SERS‐active scaffold allow for the 3d detection of model molecule , such as 4‐mercaptobenzoic acid . flexibility in the choice of plasmonic nanoparticle be demonstrate through the use of gold nanoparticle with different morphology , gold nanorod show the good balance between SERS enhancement and scaffold transparency . detection of the biomarker adenosine be also demonstrate as a proof‐of‐concept toward the use of these plasmonic scaffold for ser sensing of cell‐secrete molecule over extended period of time ."
56,kevinroccapriore/Predictability: Initial Release: Predictability,10.5281/zenodo.4433093,kevinroccapriore,2021-01-11,"This first release includes the codes and data availability to reproduce the results obtained in the paper titled ""Predictability of localized plasmonic responses in nanoparticle assemblies"" by Roccapriore et al.",https://zenodo.org/api/files/bba9b2b0-18a7-4a34-adf9-7d73f566f164/kevinroccapriore/Predictability-v1.0.0.zip,zip,"this first release include the code and datum availability to reproduce the result obtain in the paper title "" Predictability of localize plasmonic response in nanoparticle assembly "" by Roccapriore et al ."
57,mkhan39/Broadband-scattering-suppression: Modeling broadband cloaking using 3D nano-assembled plasmonic meta-structures,10.5281/zenodo.5232342,Imran Khan,2021-08-22,"Mathematical description and related computation of the broadband scattering suppression using a nano-assembled 3D plasmonic meta-structure project. Computational method and related codes shown here is a part of the published work. The publication can be found in the following link https://www.osapublishing.org/oe/fulltext.cfm?uri=oe-28-15-22732&id=433552 . To test and explore you would need a data file containing optical parameters for the dielctric core (i.e., refractive index) and metallic nanoparticles (i.e., refractive index, extinction). One such data file (.csv ) is included in this project for experimentally measured 11 nm plasmonic gold thin film.",https://zenodo.org/api/files/c922a436-7c3b-4841-8936-a67d4fe7ca2b/mkhan39/Broadband-scattering-suppression-v1.0.zip,zip,"mathematical description and related computation of the broadband scatter suppression use a nano - assemble 3d plasmonic meta - structure project . computational method and related code show here be a part of the publish work . the publication can be find in the follow link https://www.osapublishing.org/oe/fulltext.cfm?uri=oe-28-15-22732&id=433552 . to test and explore you would need a datum file contain optical parameter for the dielctric core ( i.e. , refractive index ) and metallic nanoparticle ( i.e. , refractive index , extinction ) . one such datum file ( .csv ) be include in this project for experimentally measure 11 nm plasmonic gold thin film ."
58,Direct printing of gold nanospheres from colloidal solutions by pyro-electrohydrodynamic jet allows hypersensitive SERS sensing,10.5281/zenodo.4710620,"Pannico Marianna, Musto Pellegrino, Rega Romina, Vespini Veronica, Grilli Simonetta, Ferraro Pietro",2020-11-30,"Pyro-electrohydrodynamic jet printing (p-jet) has been used to fabricate a nanostructured plasmonic sensor for SERS spectroscopy. The p-jet approach allowed us to have an assembly of nanoparticles with suitable geometry and size, which resulted in a sensing surface with intense SERS activity and a rather homogeneous response. Raman imaging measurements highlighted strong Enhancement Factors across the sensing area, exceeding those of the pristine colloidal solution by almost two orders of magnitude. The intense plasmonic effect was further demonstrated by the spectroscopic recognition of a metal-catalyzed dimerization process triggered to completeness at the metal surface. The results presented herein demonstrate the usefulness of the proposed SERS sensor for hypersensitive molecular analysis.",https://zenodo.org/api/files/5bd1eb60-c2a8-44a9-8ff7-0914fb02ceac/Direct%20printing..._AuthorVersion.pdf,pdf,"Pyro - electrohydrodynamic jet printing ( p - jet ) have be use to fabricate a nanostructure plasmonic sensor for ser spectroscopy . the p - jet approach allow we to have an assembly of nanoparticle with suitable geometry and size , which result in a sense surface with intense ser activity and a rather homogeneous response . raman imaging measurement highlight strong Enhancement factor across the sensing area , exceed those of the pristine colloidal solution by almost two order of magnitude . the intense plasmonic effect be far demonstrate by the spectroscopic recognition of a metal - catalyze dimerization process trigger to completeness at the metal surface . the result present herein demonstrate the usefulness of the propose SERS sensor for hypersensitive molecular analysis ."
59,MicroRNA-Directed Intracellular Self-Assembly of Chiral Nanorod Dimers,10.1002/anie.201805640,"Liguang Xu, Yifan Gao, Hua Kuang, Luis M. Liz‐Marzán, Chuanlai Xu",2018-06-08,"MicroRNAs (miRNAs), a kind of single‐stranded small RNA molecules, play a crucial role in physiological and pathological processes in human beings. We describe here the detection of miRNA, by side‐by‐side self‐assembly of plasmonic nanorod dimers in living cells, which gives rise to a distinct intense chiroplasmonic response and surface‐enhanced Raman scattering (SERS). The dynamic assembly of chiral nanorods was confirmed by fluorescence resonance energy transfer (FRET), also in living cells. Our study provides insights into in situ self‐assembly of plasmonic probes for the real‐time measurement of biomarkers in living cells. This could improve the current understanding of cellular RNA–protein complexes, pharmaco‐genomics, and genetic diagnosis and therapies.",https://zenodo.org/api/files/e2463fcf-db38-460c-a144-69b812180ec8/10.1002%40anie.201805640.pdf,pdf,"micrornas ( miRNAs ) , a kind of single‐stranded small RNA molecule , play a crucial role in physiological and pathological process in human being . we describe here the detection of miRNA , by side‐by‐side self‐assembly of plasmonic nanorod dimer in live cell , which give rise to a distinct intense chiroplasmonic response and surface‐enhance Raman scatter ( SERS ) . the dynamic assembly of chiral nanorod be confirm by fluorescence resonance energy transfer ( FRET ) , also in live cell . our study provide insight into in situ self‐assembly of plasmonic probe for the real‐time measurement of biomarker in live cell . this could improve the current understanding of cellular RNA – protein complex , pharmaco‐genomic , and genetic diagnosis and therapy ."
60,Fundamental Limit of Plasmonic Cathodoluminescence_experimental dataset,10.5281/zenodo.4467570,Michal Horák,2021-01-26,"This file contains the raw unprocessed experimental data for the results published in Schmidt et al., Fundamental Limit of Plasmonic Cathodoluminescence, Nano Letters, Volume 21, 2021, 590-596. ",https://zenodo.org/api/files/c6c856bb-1c7b-4204-9c20-44c02016d9cd/data%20for%20repository-Hor%C3%A1k2021.zip,zip,"this file contain the raw unprocessed experimental datum for the result publish in Schmidt et al . ,   Fundamental Limit of Plasmonic Cathodoluminescence , Nano Letters ,   Volume 21 ,   2021 , 590 - 596 .  "
61,Sub-50 ns ultrafast upconversion luminescence of a Rare earth doped nanoparticle,10.5281/zenodo.6579210,"Huan Chen, Zihe Jiang, Huatian Hu, Bowen Kang, Baobao Zhang, Xiaohu Mi, Lei Guo, Jinping Li, Jiangbo Lu, Lei Yan, Zhengkun Fu, Zhenglong Zhang, Hairong Zheng, Hongxing Xu",2022-05-25,"A tilted-plasmonic nanocavity enables shortening of the luminescence decay time of rare-earth-doped nanoparticles, to sub-50 ns. High quantum efficiency enhancement, chiral polarisation and directional far-field emission are maintained.",https://zenodo.org/api/files/437d37cf-3079-489f-b38e-78e5fa83f940/Fig1.xlsx,xlsx,"a tilt - plasmonic nanocavity enable shortening of the luminescence decay time of rare - earth - dope nanoparticle , to sub-50 ns . high quantum efficiency enhancement , chiral polarisation and directional far - field emission be maintain ."
62,Fabrication of plasmonic structures with well-controlled nanometric features: A comparison between lift-off and ion beam etching,10.5281/zenodo.5011466,"Abasahl, Banafsheh, Santschi, Christian, Raziman, T.V., Martin, Olivier",2021-06-22,"We provide the dataset for the scattering cross sections computed for the article ""Fabrication of plasmonic structures with well-controlled nanometric features: A comparison between lift-off and ion beam etching"".",https://zenodo.org/api/files/fd98d990-3416-4c63-91d0-e01de8138805/Scattering%20Cross%20Sections%20Computed%20for%20the%20Different%20Structures.zip,zip,"we provide the dataset for the scatter cross section compute for the article "" Fabrication of plasmonic structure with well - control nanometric feature : a comparison between lift - off and ion beam etch "" ."
