,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier
22,Data from: Hybrid system increases efficiency of ballast water treatment,10.5061/dryad.rm83s,"Paolucci, Esteban M., Hernandez, Marco R., Potapov, Alexei, Lewis, Mark A., MacIsaac, Hugh J.",2015-02-02,"1. Ballast water has been a principal pathway of nonindigenous species introduction to global ports for much of the 20th century. In an effort to reduce the scale of this pathway, and recognizing forthcoming global regulations that will supplant ballast water exchange (BWE) with ballast water treatment (BWT), we explore whether a combined hybrid treatment of BWE and chlorination (Cl) exceeds individual effects of either BWE or chlorination alone in reducing densities of bacteria, microplankton and macroplankton. 2. Five full-scale trials were conducted on an operational bulk carrier travelling between Canada and Brazil. 3. The hybrid treatment generally had the lowest final densities among all treatments for putative enterococci, Escherichia coli, and coliform bacteria, as well as microplankton and macroplankton, with the former two being synergistically lower than individual treatments alone. Microplankton abundance in the hybrid treatment was significantly but antagonistically reduced relative to individual treatments alone. Macroplankton final density was lowest in the hybrid treatment, though the interaction between treatments was not significant. 4. Synthesis and applications. In most cases the combined hybrid treatment of ballast water exchange (BWE) and chlorination reduced population densities of indicator organisms in ballast water below those proposed by the International Maritime Organization's D-2 performance standards. BWE alone was often ineffective at reducing bacterial and macroplankton densities. Even when performance standards are implemented globally, continued use of BWE could further reduce risk of invasions to freshwater ecosystems that receive ballast water from foreign sources by accentuating the decline in propagule pressure and enhancing demographic constraints for putative invaders.",https://zenodo.org/api/files/c0cfcbf2-d702-4527-8b2c-1786d6e98bc5/Data%20Accessibility-Hybrid%20system%20increases%20efficiency%20of%20ballast%20water%20treatment.xlsx,xlsx
23,Ruthenium(III) mediated oxidation of succinic acid by cerium(IV) in aqueous sulphuric acid medium - A kinetic and mechanistic approach,10.5281/zenodo.5778976,"H. V. Rajeshwari, A. P. Savanur, S. T. Nandibewoor, S. A. Chimatadar",2010-03-31,"P.G. Department of Studies in Chemistry, Karnatak University, Dharwad-580 003, Karnataka, India
E-mail : schimatadar@gmail.com
Manuscript received 21 August 2009, accepted 24 August 2009
The oxidation of succinic acid by cerium(IV) has been studied spectrophotometrically in aqueous sulphuric acid medium at 298 K at constant ionic strength or 1.6 mol dm-3. A minute amount or ruthenium(lll) (10-6 mol dm-3) is sumcient to enhance the slow reaction between succinic acid and cerium(JV). The main reaction products are cerium(lll) and oxaloacetic acid. The stoichiometry is 1 : 4, that is[sue.acid] : [CeIV] == 1 : 4. The reaction is first order in both cerium(IV) and ruthnium(lll) concentrations. The order with respect to sue. acid concentration varies from first order to zero order, as the succinic acid concentration increases. Increase in sulphuric acid concentration decreases the reaction rate. The added sulphate and bisulpahte decreases the rate or reaction. The added product cerium(lll) retards the reaction rate. The active species or oxidant and catalyst are Ce(SO4)2 and [Ru(H2O)6]3+ respectively. Possible mechanism Is proposed. The activation parameters were determined with respect to slow step and reaction constants involved have been determined.",https://zenodo.org/api/files/37878c20-c447-48be-9365-030169c170f9/295-308.pdf,pdf
24,Cerium,10.1126/science.35.907.776,"Emerson, B. K.",1912-05-17,n/a,https://zenodo.org/api/files/f0eb969d-ffe6-47d2-a4ef-5d70c90873fa/article.pdf,pdf
25,Opmerkingen aangaande de Suikerkwestie,10.1007/bf02201417,"Water, Toe",1878-03-01,n/a,https://zenodo.org/api/files/2bf028d1-483a-411a-84fc-338c86deb688/article.pdf,pdf
26,The experience with the water treatment plant  for artesian water with complex impurities,10.5281/zenodo.1408241,"KUNDENOK SVETLANA, POPOVA TATYANA, MEDVED PAULINE",2018-09-05,"In their article, the authors present the individual water treatment technology for boiler houses and for household and drinking needs they have developed, in which membrane nanofilters are used for modest water consumption.
The technological scheme makes it possible to operate in two modes: 1) water treatment for boiler house and 2) simultaneous water treatment for boiler house and for household and drinking requirements. The technology involves mixing the filtrate with the initial water which minimises costs and the resulting water quality meets the requirements. Presented are the peculiarities of the nanofiltration process which were to be taken into account when calculating the membrane nanofilters for water treatment as well as the results of the starting-up and adjustment works carried out with the authors’ participation when installing the water treatment plant made under the individual order of the DalVODGEO LLC and put on the market in Vladivostok in 2014-2016.",https://zenodo.org/api/files/dc80f815-e349-4097-9a26-28c3c8da44bc/2018-3-11.pdf,pdf
27,NiO-CeO2 Nano-Catalyst for the Removal of Priority Organic Pollutants from Wastewater through Catalytic Wet Air Oxidation at Mild Conditions,10.5281/zenodo.1124653,"Anushree, Chhaya Sharma, Satish Kumar",2016-04-01,"Catalytic wet air oxidation (CWAO) is normally carried out at elevated temperature and pressure. This work investigates the potential of NiO-CeO2 nano-catalyst in CWAO of paper industry wastewater under milder operating conditions of 90 °C and 1 atm. The NiO-CeO2 nano-catalysts were synthesized by a simple co-precipitation method and characterized by X-ray diffraction (XRD), before and after use, in order to study any crystallographic change during experiment. The extent of metal-leaching from the catalyst was determined using the inductively coupled plasma optical emission spectrometry (ICP-OES). The catalytic activity of nano-catalysts was studied in terms of total organic carbon (TOC), adsorbable organic halides (AOX) and chlorophenolics (CHPs) removal. Interestingly, mixed oxide catalysts exhibited higher activity than the corresponding single-metal oxides. The maximum removal efficiency was achieved with Ce40Ni60 catalyst. The results indicate that the CWAO process is efficient in removing the priority organic pollutants from wastewater, as it exhibited up to 59% TOC, 55% AOX, and 54 % CHPs removal.",https://zenodo.org/api/files/f5fdfdd7-4102-46b1-af99-2ea1b6cccb94/10004605.pdf,pdf
28,"A Spectrophotometric Study of Cerium (IV)-3,5-Dinitrosalicylic Acid Complex",10.5281/zenodo.6456732,"S. S. Dube, S. S. Dhindsa",1970-05-31,"A Spectrophotometric Study of Cerium (IV)-3,5-Dinitrosalicylic Acid Complex",https://zenodo.org/api/files/5b1b1881-6fc8-46e9-80ad-fdcf6bb07f4c/489-490.pdf,pdf
29,"Eco-friendly Synthesis, Spectral Characterization, Particle image and Size Analysis of Cerium Oxide Nanoparticles Mediated By Waste Chow Chow Vegetable Seed Kernel Aqueous Extract",10.5281/zenodo.7239881,"Dr.B.Anand, K.Lakshmi, R.Priyanka, Dr.K.Sathiyamoorthi",2022-10-22,"A novel approach for the utilization of fruit waste is attempted in the present investigation. Chayote (Chow chow) seed aqueous extract was utilized for green synthesis of cerium oxide nanoparticles (CeONPs). The phytoconstituentsin the seed acted as reducing and stabilizing agent for CeONPs formation. UV-Vis, FT-IR, FL, DLS and SEM, analysis were used to characterize the green synthesized CeONPs.UV-vis spectra showed characteristic spectra at 278 nm; DLS and SEM confirmed the crystalline nature. FT-IR revealed functionalgroups like alcohol or phenols, carboxylic acids, ketones, amines, aromatic amines, aliphatic amines,alkyl halides and alkynes which were responsible for CeONP formation. The nanoparticles showed more CV study of cerium oxide nanoparticle. Chayote (Chow chow) seed waste can be successfully utilized for cerium nanoparticlesformation which can be therapeutically useful and effective.",https://zenodo.org/api/files/e26cf7e6-823a-42cf-926b-9995ffdd494f/IJSRED-V5I5P7.pdf,pdf
30,Kinetics of Oxidation of Isopropyl Alcohol by Cerium (IV),10.5281/zenodo.6443652,"D. L. Mathur, G. V. Bakore",1971-04-30,The kinetics of the oxidation of isopropyl alcohol by cerium (IV) in dilute nitric acid medium have been studied. The reaction goes through a radical process as suggested by Ardon. The thermodynamic parameters of cerium (IV)—isopropyl alcohol have been evaluated. The effect of hydrogen and nitrate ion concentrations on the rate has been studied and results explained on the basis of Ce(OH)3+ as the reactive species.,https://zenodo.org/api/files/7662067b-404d-41a7-961d-312efa8cee92/363-365.pdf,pdf
31,Kinetics of oxidative degradation of DL-methionine by cerium(IV) in aqueous perchloric acid media,10.5281/zenodo.5836495,"D. C. Bilehal, R. M. Kulkarni, S. T. Nandibewoor",2003-02-28,"Post-Graduate Department of Studies in Chemistry, Karnatak University, Dharwad-580 003, India
E-mail : karuni@bgl. vsnl.net. in
Manuscript received 12 June 2001, revised 3 October 2002, accepted 22 November 2002
The kinetics of oxidation of DL-methionine by cerium(IV) in aqueous perchloric acid solution have been studied spectrophotomctrically. The reaction shows first order kinetics in [CeIV] and an apparent less than unit order dependence each in [DL-methionine] and [acid]. The data suggest that the oxidation proceeds via the formation of a complex between methionine and cerium(IV) which decomposes in a slow step to give a free radical which on reacting with one more molecule of cerium(IV) in a fast step gives the products. The reaction constants involved in the mechanism are evaluated.",https://zenodo.org/api/files/31318651-56b2-40fa-8807-83d0dbc9fbd9/91-94.pdf,pdf
32,Performance Assessment of Water Filtration Plants in Pakistan - JBES,10.5281/zenodo.5530201,"Talat Farid Ahmed, Hashim Nisar Hashmi, Ali Salman Saeed, Ashfaq Ahmed Sheikh, Muhammad Attiqullah Khan, Muhammad Azeem Afzal",2021-05-30,"A study was carried out to evaluate the water quality of filtration plants installed at six different places of Cantonment Board Sialkot, Pakistan to suggest and recommend guidelines for their improvement. Water samples from six Treatment plants and their respective twelve connections (two from each treatment plant) were collected before and after treatment. In this way, total samples were collected and tested. Values of these samples before and after treatment were used for comparison with World Health Organization (WHO) guidelines for drinking water standards. Thirty-three parameters including physical, chemical, and bacteriological were determined for each sample. The results were satisfactory both chemically and bacteriologically according to WHO guidelines for water quality of treatment plants. The results showed that the samples of water were fit, both before and after treatment plant except for water sample of treatment plant No. IV & V (Before treatment). Total and fecal coliform were found in these samples. Various causes of fecal contamination before treatment may be due to leakage of pipelines, operation at tube wells, the layout of freshwater pipes parallel or beneath the sewerage pipes or channels. Disinfection of water at the source is recommended to deal with the fecal contamination; otherwise, there is no need for a filtration plant.

Call For Paper
",https://zenodo.org/api/files/1794fc6a-38e2-427d-b0c7-0962271e01c4/Performance%20assessment%20of%20water%20filtration%20plants%20in%20Pakistan%20m.pdf,pdf
33,A Study on Energy Efficiency of Vertical Water Treatment System with DC Power Supply,10.5281/zenodo.2658274,"Young-Kwan Choi, Gang-Wook Shin, Sung-Taek Hong",2014-02-13,"Water supply system consumes large amount of power load during water treatment and transportation of purified water. Many energy conserving high efficiency materials such as DC motor and LED light have recently been introduced to water supply system for energy conservation. This paper performed empirical analysis on BLDC, AC motors, and comparatively analyzed the change in power according to DC power supply ratio in order to conserve energy of a next-generation water treatment system called vertical water treatment system. In addition, a DC distribution system linked with photovoltaic generation was simulated to analyze the energy conserving effect of DC load.",https://zenodo.org/api/files/316fd9c6-2dfa-461b-884e-331c137d1b6b/4300.pdf,pdf
34,The Complex Formation between Cerium or Tungsten with Tartaric Acid in Alkaline Media.,10.5281/zenodo.6793182,"R. RAMAN, B. L. VAISHYA.",1934-12-31,The Complex Formation between Cerium or Tungsten with Tartaric Acid in Alkaline Media. ,https://zenodo.org/api/files/423f4127-17f0-4392-89f3-7a7d9b757a81/179-184.pdf,pdf
35,"Vastly Differing Nanomaterial on Comparing to Its Microstructured Counterpart: Uniqueness, Syntheses and Applications, and Presentation in Layman's View",10.5281/zenodo.3529156,A. Kanni Raj,2019-11-05,"When materials are looked-up with grains or crystallites in nanoscale dimensions, they are closer to atomic or molecular scales. Matter is made up of atoms and molecules; and atoms and molecules can be assembled in many ways to obtain the desired product. Both the chemistry and the arrangement geometry of atoms can influence the properties of the material. If matter is constructed through atom by atom method, it is expected to perform wonders. For example, by rearranging the atoms (silicon and oxygen) in sand (and adding a few other trace elements), it should be possible to make a computer chip. Nano-engineering vastly changes properties of material and in turn products. High level of defects and its location improves drastically all properties of nanomaterial, in comparison to its microstructured counterpart.
 ",https://zenodo.org/api/files/bbe2600f-3961-4e6d-9848-5b8f6bc08753/%2816-21%29%20Vastly%20Differing%20Nanomaterial.pdf,pdf
36,Iodide mediated oxidation of arsenic(III) by cerium(IV) in aqueous sulphuric acid  and sulphate media- A kinetic and mechanistic study,10.5281/zenodo.5769684,"M. D. Meti, S. S. Dashyal, S. Y. Gudasalkoppa, R. B. Hallur, R. M. Pandit, S. A. Sappuri, S. T. Nandibewoor, S. A. Chimatadar",2013-03-31,"P. G. Department of Studies in Chemistry, Karnatak University, Dharwad-580 003, Karnataka, India
E-mail : schimatadar@gmail.com
Manuscript received online 23 February 2012, revised 10 May 2012, accepted 22 May 2012
A minute (10-8 mol dm-3) quantity of iodide mediated oxidation of arsenic(III) by cerium(IV) in an aqueous sulphuric acid and sulphate media has been studied spectrophotometrically at 25 °C. The stoichiometry is 1 : 2, i.e. one mole of arsenic(lll) requires two moles of cerium(IV). The reaction is first order each in cerium(IV) and iodide concentrations. The order with respect to arsenic(lll) is less than unity. Increase in sulphuric acid concentration increased the rate. In situ H+ ion concentration is calculated by the knowledge of equilibrium constants and the order with respect to H+ ion concentration is found to be less than unity. The ionic strength did not have any significant effect on the rate of reaction, whereas rate constant increased with decreasing dielectric constant of the medium. Added products cerium(lll) and arsenic(V) did not have any significant effect on the reaction rate. The active species of oxidant and reductant are Ce(SO4)2+ and Asl2+ respectively. A suitable mechanism is proposed. The catalytic constant and activation parameters are determined. The.results obtained in the present study are similar to that of bromide, chloride and iodide mediated oxidation of antimony(III) by cerium(IV) in aqueous sulphuric acid-sulfate media and are compared and discussed.
 ",https://zenodo.org/api/files/0e7a2f56-7666-443d-90f3-1f565c69688c/355-364.pdf,pdf
37,EMULSION LIQUID MEMBRANE EXTRACTION OF CERIUM IONS FROM ACIDIC SOLUTION USING CYANEX 301,10.5281/zenodo.264474,"Aziza Hachemaoui, Dahia Meridja, Shadia M. Sirry, Kamel Belhamel",2015-12-03," Membrane processes for separation of chemical species from a mixture are gaining in importance and are emerging as a viable alternative to conventional separation processes. The emulsion liquid membrane (ELM) technique was regarded as an emerging separation technology and was extensively examined for potential applications in such fields as hydrometallurgy, environmental engineering, biochemical engineering, pharmaceutical engineering, and food technology. In the present work, the removal of Cerium ions from acidic solution by using an emulsion liquid membrane (ELM) technique was investigated and we obtained > 98% efficiency with the treatment. For the transport of Ce(III) ions  using Cyanex 301  as extractant, the effects of extractant and surfactant concentrations, mixing speed, concentration and type of stripping solution, phase ratio, treatment ratio, and nature of diluent on the extraction rate were studies. Under the optimum conditions, solvent extraction and stripping of Ce(III) ions were investigated.",https://zenodo.org/api/files/c70615b0-4d61-46b3-a8fc-fb3e1e6dd219/AJNP-2015-16_DOI.pdf,pdf
38,"Design of Slow Sand Filter Technology for Rural Water Treatment in Girei, Adamawa State, North Eastern Nigeria",10.9734/AJEE/2017/34395,"B. A. Ankidawa, A. A. Tope",2017-07-06,"Treatment of water has a great influence on the use of water for domestic use both in rural and urban areas. Slow sand filtration involves the use of beds of sand for the filtration of water. The reason for designing slow sand filter for rural water treatment is to make treatment of water easy and qualitative. This research involves the use of three tanks, filter beds, filter media and filtrate tanks. Raw water is filtered by the layers of different sand particles, and conveyed by pipe after filtration to the filter media that has diatomite as the sieving agent which filters the water before been conveyed into the filtrate tank. From test carried out, the result shows that slow sand filter with filter technology is moderately efficient for water treatment. The design of slow sand filter technology applied appropriate technology; hence the ease of filtering raw water as well as improvement in taste and odor of water being treated was achieved. However, chemical and biological contaminants were not considered in this research.",https://zenodo.org/api/files/ff07b464-743f-45d9-ab44-8d59a3adad81/Ankidawa332017AJEE34395.pdf,pdf
39,"Hypostomus yaku Martins, Langeani & Zawadzki 2014",10.5281/zenodo.6484677,"De Oliveira, Rianne C., Ota, Renata R., Deprá, Gabriel C., Zawadzki, Cláudio H., Pavanelli, Carla S., Da Graça, Weferson J.",2022-04-19,"Hypostomus yaku Martins, Langeani & Zawadzki, 2014: 731, fig. 1.    Paratypes: 1 lot, 6 specimens — NUP 15348, 6, 29.8–58.1 mm SL (41.3–58.1 mm SL): Brazil, Goiás, Rio Quente, tributary of rio Piracanjuba, rio Quente basin, near water treatment station, rio Paranaíba drainage, upper rio Paraná basin, 17°46’32”S, 48°45’56”W, 618 meters a.s.l., F. Langeani, F. R. Carvalho & F.O. Martins, 7 Mar 2012.",https://zenodo.org/api/files/e714c254-0c82-4ced-8564-fb67604dc590/treatment.html,html
40,Bulk hydroxylation and effective water splitting by highly reduced cerium oxide: The role of O vacancy coordination,10.5281/zenodo.6613060,Farnesi Camellone Matteo,2022-06-04,"Reactions of reduced cerium oxide CeOx with water are fundamental processes omnipresent in ceria-based catalysis. Using thin epitaxial films of ordered CeOx we investigate the influence of oxygen vacancy concentration and coordination on the oxidation of CeOx by water. Upon changing the CeOx stoichiometry from CeO2 to Ce2O3, we observe a transition from a slow surface reaction to a productive H2-evolving CeOx oxidation with reaction yields exceeding the surface capacity and indicating the participation of bulk OH species. Both the experiments and the ab-initio calculations associate the effective oxidation of highly-reduced CeOx by water to the network of next-nearest-neighbor oxygen vacancies present in the bixbyite c-Ce2O3 phase. Next- nearest-neighbor oxygen vacancies allow for the effective incorporation of water in the bulk via formation of OH- groups. Bulk hydroxylation is proved to be absent in other CeOx phases, where the average distance between oxygen vacancies is larger than in the c-Ce2O3. Our study illustrates that the coordination of oxygen vacancies in CeOx represents an important parameter to be considered in understanding and improving the reactivity of ceria-based catalysts.",https://zenodo.org/api/files/3d8ca45e-c976-4c9c-8ee0-d495b54c62b9/paper_ACS_catalysis.pdf,pdf
41,Adoption of a Natural Coagulant (Moringa oleifera) in Domestic Water Treatment,10.5281/zenodo.6721889,"Balogun-Adeleye, R.M., Olasupo, I.A., Oke, S.O.",2022-06-30,Provision of clean water is a major challenge in developing countries due to increasing cost of chemicals used in water treatment. The search for sustainable and affordable natural plant material has been a subject of research for decades. This study aims to investigate the efficiency of Moringa oleifera as natural coagulant in domestic water treatment. Raw water sample was collected and analysed before and after treatment with the seeds powder at varying coagulant dosages. Maximum removal of turbidity and colour was observed at an optimum coagulant dose of 750 mg/l corresponding to removal efficiencies of 93% and 98% respectively. The quality of water improved as coagulant dose increased. The addition of Moringa oleifera to water did not cause any undesirable change in the water quality. This research recommends that Moringa oleifera should be grown locally and adopted as a natural coagulant for domestic water treatment in developing countries.,https://zenodo.org/api/files/073a4e83-161a-4e38-b18d-25930bbfc24c/V07-N01-117-124.pdf,pdf
42,Respon Pemberian Fermentasi Air Kelapa (Cocos nucifera L.) Terhadap Pertumbuhan Tanaman Selada Keriting (Lactuca sativa L. var. Grand rapids F1),10.5281/zenodo.5077203,"Windi Royani, Sulistyo Sidik Purnomo, Hayatul Rahmi",2021-07-07,"The experiments were implemented in Lebaksari, Wadas Village, East Telukjambe Subdistrict, Karawang County from April to June 2021. The study was compiled using experimental methods with a single factor Random Group (RAK) design. The factor tested was the use of a solution of coconut water fermentation (P) yield with 5 degrees, treatment repeated 5 times. The tariff used is P0 (without treatment), P1 (25% coconut water fermentation), P2 (50% coconut water fermentation), P3 (75% coconut water fermentation), and P4 (100% coconut water fermentation). There is a real influence from the result of giving a coconut water fermentation to the high observation parameters of 7 hst and 28 hst age plants. P2 treatment (50% coconut water fermentation) shows the best result at 7 hst age plant height of 11.40 cm and the best result at 28 hst age plant height contained on treatment P1 (25% coconut water fermentation) of 31.67 cm",https://zenodo.org/api/files/afc0956e-730a-440c-97c6-615c641f2042/24.%20Windy.docx,docx
43,Chemistry of Cerium (III). Part I. An Electrometric Study on the Quantitative Precipitation of Cerium (III) as Normal Selenite,10.5281/zenodo.6519735,"Sarju Prasad, Suresh Kumar",1963-06-30,The results of a series of conductometric titrations of cerium (III) against seleneous acid with an overall concentration of 70% ethanol have been reported; the possibility of carrying out direct as well as reverse titrations over a wide concentration range of cerium(III) is thereby concluded and the effect of ethanol concentra­tion has also been studied which under cited conditions lends support to the formation of cerous normal selenite [molar ratio of Ce (III): Se being 2:3].,https://zenodo.org/api/files/9505ef89-222f-4582-bda5-a2c4eac614e2/445-450.pdf,pdf
45,Malate Complexes of Lanthanum(lll) and Cerium(III),10.5281/zenodo.6405951,"NIRADA KUMAR MOHANTY, R. K. PATNAIK",1977-09-30,"Department of Chemistry, Regional Engg. College, Rourkela-769008, Orissa
Manuscript received 16 August 1976, revised 20 April 1977, accepted 10 May 1977
Lanthanum(lll) and Cerium(lll) form neutral complexes with malic acid below pH 6.4 and 6.1 respectively. The equilibrium constants of the reaction M3+ H2ML \(\rightleftharpoons\) C + 3H+ are 3.75 x 10-11 and 1 67 x 10-10, for lanthanum and cerium malate complexes respectively. The equilibrium constants of the reaction M3+  + ML--  \(\rightleftharpoons\) C + H+ are 1.57 x 10-3 and  2.05 x 10 -3   for lanthanum and cerium malates respectively.",https://zenodo.org/api/files/5d63f63b-64c3-4667-8dfb-0c5b9091e3c5/867-868.pdf,pdf
46,Study of Clean Water Management in Water Treatment Plant Grand Cikarang City,10.5281/zenodo.6606646,"Nisa Nurhidayanti, Indah Setyo Riani, Nur Ilman Ilyas",2022-06-02,"In the last few months, residents of the North Cikarang GCC housing have complained that the water supplied by the PAPs is smelly, cloudy and unfit for bathing, washing dishes and clothes. This encourages the PAP developers to be able to improve the clean water treatment process so that it is suitable for residents to use. The purpose of this study is to analyze whether the management of the Grand Cikarang City WTP has met the quality standards of clean water quality in Indonesia. Clean water treatment process starting from intake, coagulation, flocculation, sedimentation, filtration, and reservoir. The results of the analysis at the Grand Cikarang City WTP, namely that the WTP has carried out procedural procedures in managing clean water treatment from the raw water stage, production to quality and distribution to consumers, namely residents of Grand Cikarang City housing and in providing chemicals such as alum and chlorine. WTP also pays attention to the maximum standard of chemical use, so as not to have an impact on consumer health, in order to meet quality standards before water is distributed to residents of housing as many as 7,643 housing units, but in the process of managing clean water in WTP there are problems, namely the quality of the results of WTP processing even though it is still enter the quality standard.",https://zenodo.org/api/files/b1f0c640-7000-40c7-aec8-f1bc7649a74d/2.pdf,pdf
47,Adsorption of Bovine Serum Albumin on CeO2,10.5281/zenodo.1097277,Roman Marsalek,2014-11-04,"Preparation of nanoparticles of cerium oxide and
adsorption of bovine serum albumin on them were studied. Particle
size distribution and influence of pH on zeta potential of prepared
CeO2 were determined. Average size of prepared cerium oxide
nanoparticles was 9 nm. The simultaneous measurements of the
bovine serum albumin adsorption and zeta potential determination of
the (adsorption) suspensions were carried out. The adsorption
isotherms were found to be of typical Langmuir type; values of the
bovine serum albumin adsorption capacities were calculated.
Increasing of pH led to decrease of zeta potential and decrease of
adsorption capacity of cerium oxide nanoparticles. The maximum
adsorption capacity was found for strongly acid suspension (am =
118 mg/g). The samples of nanoceria with positive zeta potential
adsorbed more bovine serum albumin on the other hand, the samples
with negative zeta potential showed little or no protein adsorption.
Surface charge or better say zeta potential of CeO2 nanoparticles
plays the key role in adsorption of proteins on such type of materials.",https://zenodo.org/api/files/d00d00ba-78ab-4e5d-8139-4bbffa67032b/9999940.pdf,pdf
48,A Study of Removing SUVA and Trihalomethanes by Biological Activated Carbon,10.5281/zenodo.1088362,"Tseng, Wei-Bin., Lou, Jie-Chung, Han, Jia-Yun",2013-09-06,SUVA (equivalent to UV254/DOC) value in raw water is a precursor for the formation of trihalomethane during chlorination at a water treatment plant. This study collected rapidly filtered water from an advanced water treatment plant for use in experiments on raw water. The removal rate of treating the trihalomethanes formation potential (THMFP) was conducted by using a biological activated carbon. The hydraulic retention time and SUVA loading were major factors in biological degradation tests. The results showed that biological powder-activated carbon (BPAC) lowered the average concentration of UV254 and value of SUVA in raw water. A removal efficiency of THMFP was present in the treatment of the three primary organic carbon items. These results highlighted the importance of the BPAC had an excellent treatment efficiency on THMFP.,https://zenodo.org/api/files/8ea6992c-c57d-448d-8ff1-86184662d7cd/17087.pdf,pdf
49,Solar Energy for Water Conditioning,10.5281/zenodo.1061549,"J. Pawłat, H. Stryczewska",2011-10-28,"Shortening of natural resources will impose greater
limitations of electric energy consumption in various fields including
water treatment technologies. Small water treatment installations
supplied with electric energy from solar sources are perfect example of
zero-emission technology. Possibility of solar energy application, as
one of the alternative energy resources for decontamination processes
is strongly dependent on geographical location. Various examples of
solar driven water purification systems are given and design of
solar-water treatment installation based on ozone for the geographical
conditions in Poland are presented.",https://zenodo.org/api/files/d9319e3a-3614-48be-a9b7-48ae0b549d1d/5708.pdf,pdf
50,"Behaviors, Knowledge and Practices of the Population of Ahomadégbé's District (Municipality of Lalo) in Benin in Connection of Home Water Treatment Methods",10.5281/zenodo.5188535,"Roch Christian Johnson, Gratien Boni",2021-05-29,"Water is an indispensable resource for life. In the district of Ahomadégbé in Benin, access of households to improved water sources is not a problem because a large part of the population has water.
However, people consume poor water quality which is a function of microbiological contamination during transport and storage. The objective of this research is to analyze the behavior, knowledge and practices of households relating drinking water treatment methods in the district of Ahomadégbé with a view to proposing adequate measures for improving the quality of drinking water.
As part of this research, the questionnaire was used to approach 377 residents individually and 82 participants were organized into eight focus groups to understand the behavior, knowledge and practices of population.
The results show that more than 65% of the population of the borough have knowledge of certain process of treating water at home.
But they find themselves limited in the application of these different water treatment methods and only 6.1% of the population used at least one home water treatment method, even if this is not always appropriated.
The water treatment methods residents used were Alum (KAl(SO4)2∙12 H2O, chemical decantation method), filtration on tissues, and disinfection by boiling. The populations resort to other techniques of water treatment at home such as the use of oil and cresol which prove ineffective.
The population is aware of water contamination during transport and storage. However, most residents interviewed do not treat water before consumption, and the few who treat it resort to unsuitable methods. Thus, households need to be sensitized on effective and suitable methods of water treatment for their well-being.",Inconnu,Inconnu
51,"Spectrophotometric Studies on the Complexes of 3-Nitroalizarin with Lanthanum, Cerium, Praseodymium, Neodymium and Samarium",10.5281/zenodo.6476892,"Jamil Ahmad, Naseer Ahmad, S. M. F. Rahman",1967-05-31,"Spectrophotometric Studies on the Complexes of 3-Nitroalizarin with Lanthanum, Cerium, Praseodymium, Neodymium and Samarium.",https://zenodo.org/api/files/3e0bdadb-83ae-40d4-8874-0fe67222ce0f/444-447.pdf,pdf
52,APPLICATION OF COMPUTATIONAL FLUID DYNAMICS MODELLING TO A HORIZONTAL SEDIMENTATION TANK IN IRAQ,10.5281/zenodo.495142,Ali Hadi GHAWI,2017-04-05,"Computational Fluid Dynamics modeling has been applied to examine the hydrodynamic behavior of water treatment sedimentation tanks at Baghdad Water Works, operated by Alkurech Water in Baghdad in Iraq. The existing tanks perform poorly at current flows and flow is unevenly split among online tanks, Therefore, CFD was used to investigate velocity profiles at current and projected loadings for the existing basins. Results from the CFD analysis were used to develop retrofit strategies to improve velocity profiles , design and operation of sedimentation tanks in the existing basins. The paper shows how CFD can be helpful in order to improve the design of existing water treatment plants and the process efficiency. In this scope, CFD enables designs more reliable and cost effective water treatment process which remain basic environmental policy issues.Computational Fluid Dynamics modeling has been applied to examine the hydrodynamic behavior of water treatment sedimentation tanks at Baghdad Water Works, operated by Alkurech Water in Baghdad in Iraq. The existing tanks perform poorly at current flows and flow is unevenly split among online tanks, Therefore, CFD was used to investigate velocity profiles at current and projected loadings for the existing basins. Results from the CFD analysis were used to develop retrofit strategies to improve velocity profiles , design and operation of sedimentation tanks in the existing basins. The paper shows how CFD can be helpful in order to improve the design of existing water treatment plants and the process efficiency. In this scope, CFD enables designs more reliable and cost effective water treatment process which remain basic environmental policy issues.",https://zenodo.org/api/files/b484bebf-d7ac-4a01-b8a3-60b5f435e76c/ali%20ghawi.docx,docx
